"year","month","fleet","est","se_log"
1977,NA,NA,269.807700788765,0.297882902475342
1980,NA,NA,505.510365245905,0.59155777209308
1983,NA,NA,719.874342813581,0.462776924287677
1986,NA,NA,471.998015856889,0.301604145909449
1989,NA,NA,767.402434861758,0.309577775836929
1992,NA,NA,204.206632308292,0.389193076775646
1995,NA,NA,45.7932163555909,0.634618691403647
1998,NA,NA,80.8201202095834,0.350121882324926
2001,NA,NA,231.629467186285,0.370152473775729
2004,NA,NA,127.457578536933,0.533676046197609
