"run","profile_parameter","parameter_value","likelihood","gradient","SB0","SBfinal","Deplfinal","Nparsonbounds"
"3","NatM_break_1_Fem_GP_1",0.0425,7230.37,0.00179269,1079.87,346.478,0.320853,2
"2","NatM_break_1_Fem_GP_1",0.043,7229.68,0.000490461,1083.26,356.613,0.329204,2
"1","NatM_break_1_Fem_GP_1",0.0435,7229.03,9.89717e-05,1086.83,366.908,0.337596,2
"4","NatM_break_1_Fem_GP_1",0.044,7228.41,0.000484302,1090.58,377.367,0.346025,2
"5","NatM_break_1_Fem_GP_1",0.0445,7227.82,8.1836e-05,1094.51,387.991,0.354489,2
"6","NatM_break_1_Fem_GP_1",0.045,7227.27,0.000893093,1098.63,398.787,0.362985,2
"7","NatM_break_1_Fem_GP_1",0.0455,7226.74,0.000455373,1102.95,409.757,0.371508,2
