"run","profile_parameter","parameter_value","likelihood","gradient","SB0","SBfinal","Deplfinal","Nparsonbounds"
"3","NatM_break_1_Fem_GP_1",0.03,7289.36,0.00271886,1026.08,135.616,0.132169,2
"2","NatM_break_1_Fem_GP_1",0.035,7270.67,0.00083302,1044.56,212.674,0.203602,2
"1","NatM_break_1_Fem_GP_1",0.04,7258.86,0.000847542,1064.96,299.343,0.281082,2
"4","NatM_break_1_Fem_GP_1",0.045,7251.75,7.96926e-05,1098.85,400.522,0.364493,1
"5","NatM_break_1_Fem_GP_1",0.05,7247.81,0.000445044,1153.37,520.064,0.45091,1
"6","NatM_break_1_Fem_GP_1",0.055,7246.15,8.09212e-05,1240.35,667.768,0.53837,1
"7","NatM_break_1_Fem_GP_1",0.06,7246.23,0.000274429,1381.52,863.931,0.62535,1
