STLKEY,sample_code,fish_number,species_name,sample_month,sample_day,sample_year,project_code,data_type_code,fish_length,length_type_name,weight_gm,sex_name,maturity,tag_number,ovaries_number,best_age,age_1,age_2,age_3,age_readability_code
20160328,410129-R-16008,6,Yelloweye Rockfish,7,5,2016,ODFW-IPHC,R,53,Fork length,2780,Male,1,NA,NA,NA,NA,NA,NA,NA
20160320,410129-R-16008,7,Yelloweye Rockfish,7,5,2016,ODFW-IPHC,R,48,Fork length,2270,Female,1,NA,NA,NA,NA,NA,NA,NA
20160328,410129-R-16008,8,Yelloweye Rockfish,7,5,2016,ODFW-IPHC,R,52,Fork length,2920,Male,1,NA,NA,NA,NA,NA,NA,NA
20160319,410129-R-16008,9,Yelloweye Rockfish,7,5,2016,ODFW-IPHC,R,55,Fork length,3260,Male,1,NA,NA,NA,NA,NA,NA,NA
20160498,410129-R-16009,1,Yelloweye Rockfish,7,13,2016,ODFW-IPHC,R,64,Fork length,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA
20160498,410129-R-16009,10,Yelloweye Rockfish,7,13,2016,ODFW-IPHC,R,52,Fork length,3170,Male,1,NA,NA,NA,NA,NA,NA,NA
20160487,410129-R-16009,11,Yelloweye Rockfish,7,13,2016,ODFW-IPHC,R,53,Fork length,3100,Male,1,NA,NA,NA,NA,NA,NA,NA
20160498,410129-R-16009,12,Yelloweye Rockfish,7,13,2016,ODFW-IPHC,R,48,Fork length,2190,Female,1,NA,NA,NA,NA,NA,NA,NA
20160487,410129-R-16009,13,Yelloweye Rockfish,7,13,2016,ODFW-IPHC,R,58,Fork length,3720,Male,1,NA,NA,NA,NA,NA,NA,NA
20160498,410129-R-16009,14,Yelloweye Rockfish,7,13,2016,ODFW-IPHC,R,54,Fork length,2900,Male,1,NA,NA,NA,NA,NA,NA,NA
20160487,410129-R-16009,15,Yelloweye Rockfish,7,13,2016,ODFW-IPHC,R,52,Fork length,2940,Female,1,NA,NA,NA,NA,NA,NA,NA
20160487,410129-R-16009,16,Yelloweye Rockfish,7,13,2016,ODFW-IPHC,R,53,Fork length,2840,Female,1,NA,NA,NA,NA,NA,NA,NA
20160488,410129-R-16009,17,Yelloweye Rockfish,7,13,2016,ODFW-IPHC,R,51,Fork length,2950,Male,1,NA,NA,NA,NA,NA,NA,NA
20160487,410129-R-16009,18,Yelloweye Rockfish,7,13,2016,ODFW-IPHC,R,50,Fork length,2680,Female,1,NA,NA,NA,NA,NA,NA,NA
20160487,410129-R-16009,19,Yelloweye Rockfish,7,13,2016,ODFW-IPHC,R,51,Fork length,2900,Male,1,NA,NA,NA,NA,NA,NA,NA
20160498,410129-R-16009,2,Yelloweye Rockfish,7,13,2016,ODFW-IPHC,R,54,Fork length,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA
20160487,410129-R-16009,20,Yelloweye Rockfish,7,13,2016,ODFW-IPHC,R,48,Fork length,2210,Female,1,NA,NA,NA,NA,NA,NA,NA
20160487,410129-R-16009,21,Yelloweye Rockfish,7,13,2016,ODFW-IPHC,R,49,Fork length,2420,Male,1,NA,NA,NA,NA,NA,NA,NA
20160487,410129-R-16009,22,Yelloweye Rockfish,7,13,2016,ODFW-IPHC,R,49,Fork length,2450,Female,1,NA,NA,NA,NA,NA,NA,NA
20160487,410129-R-16009,23,Yelloweye Rockfish,7,13,2016,ODFW-IPHC,R,52,Fork length,2660,Female,1,NA,NA,NA,NA,NA,NA,NA
20160498,410129-R-16009,24,Yelloweye Rockfish,7,13,2016,ODFW-IPHC,R,53,Fork length,3140,Male,1,NA,NA,NA,NA,NA,NA,NA
20160487,410129-R-16009,25,Yelloweye Rockfish,7,13,2016,ODFW-IPHC,R,51,Fork length,2570,Male,1,NA,NA,NA,NA,NA,NA,NA
20160498,410129-R-16009,26,Yelloweye Rockfish,7,13,2016,ODFW-IPHC,R,50,Fork length,2490,Female,1,NA,NA,NA,NA,NA,NA,NA
20160498,410129-R-16009,27,Yelloweye Rockfish,7,13,2016,ODFW-IPHC,R,51,Fork length,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA
20160488,410129-R-16009,28,Yelloweye Rockfish,7,13,2016,ODFW-IPHC,R,54,Fork length,3210,Male,1,NA,NA,NA,NA,NA,NA,NA
20160487,410129-R-16009,29,Yelloweye Rockfish,7,13,2016,ODFW-IPHC,R,58,Fork length,4360,Male,1,NA,NA,NA,NA,NA,NA,NA
20160487,410129-R-16009,3,Yelloweye Rockfish,7,13,2016,ODFW-IPHC,R,52,Fork length,2570,Male,1,NA,NA,NA,NA,NA,NA,NA
20160487,410129-R-16009,30,Yelloweye Rockfish,7,13,2016,ODFW-IPHC,R,54,Fork length,3090,Male,1,NA,NA,NA,NA,NA,NA,NA
20160487,410129-R-16009,31,Yelloweye Rockfish,7,13,2016,ODFW-IPHC,R,51,Fork length,2350,Male,1,NA,NA,NA,NA,NA,NA,NA
20160487,410129-R-16009,32,Yelloweye Rockfish,7,13,2016,ODFW-IPHC,R,55,Fork length,3320,Male,1,NA,NA,NA,NA,NA,NA,NA
20160487,410129-R-16009,33,Yelloweye Rockfish,7,13,2016,ODFW-IPHC,R,56,Fork length,3220,Male,1,NA,NA,NA,NA,NA,NA,NA
20160498,410129-R-16009,4,Yelloweye Rockfish,7,13,2016,ODFW-IPHC,R,62,Fork length,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA
20160498,410129-R-16009,5,Yelloweye Rockfish,7,13,2016,ODFW-IPHC,R,58,Fork length,3980,Male,1,NA,NA,NA,NA,NA,NA,NA
20160487,410129-R-16009,6,Yelloweye Rockfish,7,13,2016,ODFW-IPHC,R,54,Fork length,3170,Male,1,NA,NA,NA,NA,NA,NA,NA
20160487,410129-R-16009,7,Yelloweye Rockfish,7,13,2016,ODFW-IPHC,R,54,Fork length,3070,Male,1,NA,NA,NA,NA,NA,NA,NA
20160487,410129-R-16009,8,Yelloweye Rockfish,7,13,2016,ODFW-IPHC,R,47,Fork length,1990,Female,1,NA,NA,NA,NA,NA,NA,NA
20160487,410129-R-16009,9,Yelloweye Rockfish,7,13,2016,ODFW-IPHC,R,56,Fork length,3690,Male,1,NA,NA,NA,NA,NA,NA,NA
20160644,410129-R-16010,1,Yelloweye Rockfish,7,19,2016,ODFW-IPHC,R,55,Fork length,3170,Male,1,NA,NA,NA,NA,NA,NA,NA
20171387,410129-R-17005,10,Yelloweye Rockfish,8,30,2017,IPHC,R,59,Fork length,3820,Male,NA,1,NA,37,37,39,33,3
20171389,410129-R-17005,13,Yelloweye Rockfish,8,30,2017,IPHC,R,60,Fork length,4100,Male,NA,435,NA,41,41,NA,NA,2
20171387,410129-R-17005,14,Yelloweye Rockfish,8,30,2017,IPHC,R,55,Fork length,3040,Female,NA,6,NA,33,33,NA,NA,2
20171388,410129-R-17005,15,Yelloweye Rockfish,8,30,2017,IPHC,R,56,Fork length,3420,Male,NA,407,NA,32,32,36,30,2
20171387,410129-R-17005,16,Yelloweye Rockfish,8,30,2017,IPHC,R,52,Fork length,2780,Female,NA,3,NA,28,28,NA,NA,2
20171395,410129-R-17005,18,Yelloweye Rockfish,8,30,2017,IPHC,R,55,Fork length,3770,Female,NA,450,NA,41,41,NA,NA,2
20171395,410129-R-17005,25,Yelloweye Rockfish,8,30,2017,IPHC,R,37,Fork length,990,Female,NA,251,NA,14,12,14,14,2
20171387,410129-R-17005,26,Yelloweye Rockfish,8,30,2017,IPHC,R,57,Fork length,3400,Male,NA,7,NA,35,35,NA,NA,2
20171391,410129-R-17005,27,Yelloweye Rockfish,8,30,2017,IPHC,R,37,Fork length,900,Female,NA,442,NA,13,13,NA,NA,2
20171387,410129-R-17005,29,Yelloweye Rockfish,8,30,2017,IPHC,R,61,Fork length,4180,Male,NA,10,NA,37,39,37,NA,2
20171387,410129-R-17005,31,Yelloweye Rockfish,8,30,2017,IPHC,R,53,Fork length,2630,Female,NA,2,NA,30,30,NA,NA,2
20171388,410129-R-17005,33,Yelloweye Rockfish,8,30,2017,IPHC,R,58,Fork length,3580,Male,NA,409,NA,39,39,NA,NA,2
20171388,410129-R-17005,36,Yelloweye Rockfish,8,30,2017,IPHC,R,54,Fork length,2850,Female,NA,412,NA,35,35,NA,30,2
20171388,410129-R-17005,37,Yelloweye Rockfish,8,30,2017,IPHC,R,58,Fork length,3660,Female,NA,413,NA,37,37,NA,NA,2
NA,410129-R-17005,38,Yelloweye Rockfish,8,30,2017,IPHC,R,61,Fork length,4330,Male,NA,NA,NA,34,34,NA,NA,2
20171386,410129-R-17005,40,Yelloweye Rockfish,8,30,2017,IPHC,R,58,Fork length,3880,Male,NA,2880,NA,29,31,29,NA,2
20171387,410129-R-17005,41,Yelloweye Rockfish,8,30,2017,IPHC,R,59,Fork length,3970,Male,NA,12,NA,37,37,NA,32,3
20171388,410129-R-17005,43,Yelloweye Rockfish,8,30,2017,IPHC,R,58,Fork length,3760,Male,NA,408,NA,34,34,NA,NA,2
20171387,410129-R-17005,44,Yelloweye Rockfish,8,30,2017,IPHC,R,43,Fork length,2340,Female,NA,4,NA,25,25,NA,NA,2
20171388,410129-R-17005,45,Yelloweye Rockfish,8,30,2017,IPHC,R,57,Fork length,3710,Female,NA,411,NA,34,34,38,33,2
20171388,410129-R-17005,47,Yelloweye Rockfish,8,30,2017,IPHC,R,58,Fork length,3630,Female,NA,406,NA,33,33,NA,NA,2
20171387,410129-R-17005,48,Yelloweye Rockfish,8,30,2017,IPHC,R,54,Fork length,2810,Female,NA,9,NA,27,27,NA,NA,3
20171387,410129-R-17005,5,Yelloweye Rockfish,8,30,2017,IPHC,R,59,Fork length,4020,Male,NA,11,NA,38,36,38,NA,2
20171395,410129-R-17005,51,Yelloweye Rockfish,8,30,2017,IPHC,R,56,Fork length,3990,Male,NA,448,NA,33,33,NA,NA,2
20171370,410129-R-17006,1,Yelloweye Rockfish,8,30,2017,IPHC,R,63,Fork length,4990,Male,NA,3094,NA,36,36,NA,NA,2
20171370,410129-R-17006,2,Yelloweye Rockfish,8,30,2017,IPHC,R,57,Fork length,3280,Female,NA,3098,NA,34,34,NA,NA,2
20171370,410129-R-17006,3,Yelloweye Rockfish,8,30,2017,IPHC,R,71,Fork length,6240,Female,NA,3099,NA,83,83,73,NA,2
20171370,410129-R-17006,4,Yelloweye Rockfish,8,30,2017,IPHC,R,63,Fork length,4610,Male,NA,3096,NA,35,35,NA,NA,2
20171370,410129-R-17006,5,Yelloweye Rockfish,8,30,2017,IPHC,R,66,Fork length,5300,Female,NA,3097,NA,74,74,71,NA,2
20171370,410129-R-17006,6,Yelloweye Rockfish,8,30,2017,IPHC,R,67,Fork length,6440,Male,NA,3100,NA,57,57,NA,NA,2
20171105,410129-R-17007,1,Yelloweye Rockfish,8,13,2017,IPHC,R,53,Fork length,2231,Male,NA,3838,NA,19,19,NA,NA,2
20171366,410129-R-17008,1,Yelloweye Rockfish,8,21,2017,IPHC,R,53,Fork length,3225,Female,NA,3092,NA,35,35,29,NA,2
20171368,410129-R-17008,2,Yelloweye Rockfish,8,21,2017,IPHC,R,53,Fork length,3345,Male,NA,3093,NA,38,38,NA,NA,2
20171366,410129-R-17008,3,Yelloweye Rockfish,8,21,2017,IPHC,R,45,Fork length,1395,Female,NA,3091,NA,14,14,NA,NA,2
NA,410129-R-17009,1,Yelloweye Rockfish,8,30,2017,IPHC,R,42,Fork length,1180,Female,NA,NA,NA,11,11,13,NA,2
NA,410129-R-17009,2,Yelloweye Rockfish,8,30,2017,IPHC,R,56,Fork length,3680,Male,NA,NA,NA,29,29,NA,NA,2
20171399,410129-R-17010,1,Yelloweye Rockfish,9,25,2017,IPHC,R,63,Fork length,4765,Female,NA,253,NA,50,50,53,NA,2
20170046,410129-R-17011,1,Yelloweye Rockfish,6,21,2017,ODFW-IPHC,R,52,NA,2660,Female,1,NA,NA,35,35,NA,NA,2
20170046,410129-R-17011,10,Yelloweye Rockfish,6,21,2017,ODFW-IPHC,R,53,NA,2700,Male,1,NA,NA,25,25,NA,NA,2
20170046,410129-R-17011,11,Yelloweye Rockfish,6,21,2017,ODFW-IPHC,R,57,NA,3760,Female,1,NA,NA,32,32,NA,NA,2
20170046,410129-R-17011,12,Yelloweye Rockfish,6,21,2017,ODFW-IPHC,R,52,NA,2430,Male,1,NA,NA,27,27,NA,NA,2
20170046,410129-R-17011,13,Yelloweye Rockfish,6,21,2017,ODFW-IPHC,R,50,NA,2350,Male,1,NA,NA,20,20,18,NA,2
20170046,410129-R-17011,2,Yelloweye Rockfish,6,21,2017,ODFW-IPHC,R,50,NA,2140,Male,1,NA,NA,30,30,NA,NA,2
20170046,410129-R-17011,3,Yelloweye Rockfish,6,21,2017,ODFW-IPHC,R,57,NA,3380,Male,1,NA,NA,47,47,44,NA,2
20170046,410129-R-17011,4,Yelloweye Rockfish,6,21,2017,ODFW-IPHC,R,54,NA,3110,Female,1,NA,NA,33,33,NA,NA,2
20170046,410129-R-17011,5,Yelloweye Rockfish,6,21,2017,ODFW-IPHC,R,54,NA,2960,Female,1,NA,NA,37,37,NA,NA,2
20170046,410129-R-17011,6,Yelloweye Rockfish,6,21,2017,ODFW-IPHC,R,55,NA,3180,Female,1,NA,NA,42,42,NA,NA,2
20170046,410129-R-17011,7,Yelloweye Rockfish,6,21,2017,ODFW-IPHC,R,56,NA,3540,Female,1,NA,NA,46,46,NA,NA,2
20170046,410129-R-17011,8,Yelloweye Rockfish,6,21,2017,ODFW-IPHC,R,59,NA,3830,Male,1,NA,NA,34,34,34,NA,2
20170046,410129-R-17011,9,Yelloweye Rockfish,6,21,2017,ODFW-IPHC,R,50,NA,2650,Male,1,NA,NA,27,27,NA,NA,2
20170385,410129-R-17012,1,Yelloweye Rockfish,6,28,2017,ODFW-IPHC,R,53,NA,2460,Female,1,NA,NA,35,35,NA,NA,2
20170385,410129-R-17012,10,Yelloweye Rockfish,6,28,2017,ODFW-IPHC,R,52,NA,2610,Male,1,NA,NA,30,30,NA,NA,2
20170388,410129-R-17012,11,Yelloweye Rockfish,6,28,2017,ODFW-IPHC,R,53,NA,2910,Male,1,NA,NA,33,33,NA,NA,2
20170388,410129-R-17012,12,Yelloweye Rockfish,6,28,2017,ODFW-IPHC,R,55,NA,2860,Male,1,NA,NA,36,36,35,NA,2
20170385,410129-R-17012,13,Yelloweye Rockfish,6,28,2017,ODFW-IPHC,R,55,NA,3150,Male,1,NA,NA,34,34,NA,NA,2
20170388,410129-R-17012,14,Yelloweye Rockfish,6,28,2017,ODFW-IPHC,R,50,NA,2450,Female,1,NA,NA,31,31,NA,NA,2
20170388,410129-R-17012,15,Yelloweye Rockfish,6,28,2017,ODFW-IPHC,R,47,NA,1900,Male,1,NA,NA,19,19,NA,NA,2
20170388,410129-R-17012,16,Yelloweye Rockfish,6,28,2017,ODFW-IPHC,R,63,NA,5160,Male,1,NA,NA,71,71,NA,NA,2
20170388,410129-R-17012,17,Yelloweye Rockfish,6,28,2017,ODFW-IPHC,R,49,NA,2360,Male,1,NA,NA,24,24,NA,NA,2
20170388,410129-R-17012,18,Yelloweye Rockfish,6,28,2017,ODFW-IPHC,R,47,NA,1860,Male,1,NA,NA,16,16,15,NA,2
20170388,410129-R-17012,19,Yelloweye Rockfish,6,28,2017,ODFW-IPHC,R,49,NA,2240,Male,1,NA,NA,33,33,NA,NA,2
20170388,410129-R-17012,2,Yelloweye Rockfish,6,28,2017,ODFW-IPHC,R,54,NA,2880,Male,1,NA,NA,34,36,34,NA,2
20170388,410129-R-17012,20,Yelloweye Rockfish,6,28,2017,ODFW-IPHC,R,67,NA,5600,Male,1,NA,NA,64,64,NA,NA,2
20170388,410129-R-17012,21,Yelloweye Rockfish,6,28,2017,ODFW-IPHC,R,51,NA,2460,Female,1,NA,NA,35,35,NA,NA,2
20170388,410129-R-17012,22,Yelloweye Rockfish,6,28,2017,ODFW-IPHC,R,56,NA,3450,Male,1,NA,NA,37,37,NA,NA,2
20170388,410129-R-17012,23,Yelloweye Rockfish,6,28,2017,ODFW-IPHC,R,61,NA,4040,Male,1,NA,NA,70,70,70,NA,2
20170388,410129-R-17012,24,Yelloweye Rockfish,6,28,2017,ODFW-IPHC,R,57,NA,3280,Male,1,NA,NA,35,35,NA,NA,2
20170388,410129-R-17012,25,Yelloweye Rockfish,6,28,2017,ODFW-IPHC,R,57,NA,3380,Male,1,NA,NA,32,32,NA,NA,3
20170385,410129-R-17012,26,Yelloweye Rockfish,6,28,2017,ODFW-IPHC,R,50,NA,2450,Female,1,NA,NA,43,43,NA,NA,2
20170388,410129-R-17012,27,Yelloweye Rockfish,6,28,2017,ODFW-IPHC,R,52,NA,2740,Male,1,NA,NA,31,31,NA,NA,2
20170388,410129-R-17012,28,Yelloweye Rockfish,6,28,2017,ODFW-IPHC,R,51,NA,2610,Female,1,NA,NA,35,35,36,NA,2
20170385,410129-R-17012,29,Yelloweye Rockfish,6,28,2017,ODFW-IPHC,R,54,NA,3030,Male,1,NA,NA,33,33,NA,NA,2
20170388,410129-R-17012,3,Yelloweye Rockfish,6,28,2017,ODFW-IPHC,R,50,NA,2290,Female,1,NA,NA,35,35,NA,NA,2
20170385,410129-R-17012,30,Yelloweye Rockfish,6,28,2017,ODFW-IPHC,R,54,NA,2970,Female,1,NA,NA,45,45,NA,NA,2
20170385,410129-R-17012,31,Yelloweye Rockfish,6,28,2017,ODFW-IPHC,R,52,NA,2510,Male,1,NA,NA,27,27,NA,NA,2
20170385,410129-R-17012,32,Yelloweye Rockfish,6,28,2017,ODFW-IPHC,R,47,NA,1900,Male,1,NA,NA,20,20,NA,NA,2
20170385,410129-R-17012,33,Yelloweye Rockfish,6,28,2017,ODFW-IPHC,R,52,NA,3520,Female,1,NA,NA,38,38,40,NA,2
20170385,410129-R-17012,4,Yelloweye Rockfish,6,28,2017,ODFW-IPHC,R,46,NA,1710,Male,1,NA,NA,20,20,NA,NA,2
20170385,410129-R-17012,5,Yelloweye Rockfish,6,28,2017,ODFW-IPHC,R,54,NA,3220,Female,1,NA,NA,44,44,NA,NA,2
20170388,410129-R-17012,6,Yelloweye Rockfish,6,28,2017,ODFW-IPHC,R,60,NA,4670,Male,1,NA,NA,34,34,NA,NA,2
20170388,410129-R-17012,7,Yelloweye Rockfish,6,28,2017,ODFW-IPHC,R,52,NA,3040,Male,1,NA,NA,31,31,27,NA,2
20170388,410129-R-17012,8,Yelloweye Rockfish,6,28,2017,ODFW-IPHC,R,52,NA,2790,Female,1,NA,NA,43,43,NA,NA,2
20170388,410129-R-17012,9,Yelloweye Rockfish,6,28,2017,ODFW-IPHC,R,50,NA,2190,Female,1,NA,NA,36,36,NA,NA,2
20170852,410129-R-17013,1,Yelloweye Rockfish,7,9,2017,ODFW-IPHC,R,54,NA,3600,Female,1,NA,NA,46,46,NA,NA,2
20170852,410129-R-17013,10,Yelloweye Rockfish,7,9,2017,ODFW-IPHC,R,53,NA,2900,Male,1,NA,NA,47,47,NA,NA,2
20170853,410129-R-17013,11,Yelloweye Rockfish,7,9,2017,ODFW-IPHC,R,51,NA,2630,Male,1,NA,NA,36,36,NA,NA,2
20170852,410129-R-17013,12,Yelloweye Rockfish,7,9,2017,ODFW-IPHC,R,45,NA,1910,Female,1,NA,NA,30,30,NA,NA,2
20170852,410129-R-17013,13,Yelloweye Rockfish,7,9,2017,ODFW-IPHC,R,44,NA,1670,Female,1,NA,NA,24,24,NA,NA,2
20170852,410129-R-17013,14,Yelloweye Rockfish,7,9,2017,ODFW-IPHC,R,50,NA,2600,Female,1,NA,NA,36,36,32,NA,2
20170852,410129-R-17013,15,Yelloweye Rockfish,7,9,2017,ODFW-IPHC,R,55,NA,2930,Male,1,NA,NA,33,33,NA,NA,2
20170852,410129-R-17013,16,Yelloweye Rockfish,7,9,2017,ODFW-IPHC,R,47,NA,2170,Female,1,NA,NA,37,37,NA,NA,2
20170852,410129-R-17013,17,Yelloweye Rockfish,7,9,2017,ODFW-IPHC,R,51,NA,2820,Female,1,NA,NA,47,47,NA,NA,2
20170853,410129-R-17013,18,Yelloweye Rockfish,7,9,2017,ODFW-IPHC,R,42,NA,1390,Male,NA,NA,NA,16,16,15,NA,2
20170854,410129-R-17013,2,Yelloweye Rockfish,7,9,2017,ODFW-IPHC,R,53,NA,3290,Male,1,NA,NA,43,43,NA,NA,2
20170852,410129-R-17013,3,Yelloweye Rockfish,7,9,2017,ODFW-IPHC,R,53,NA,3000,Male,1,NA,NA,40,40,36,NA,2
20170852,410129-R-17013,4,Yelloweye Rockfish,7,9,2017,ODFW-IPHC,R,51,NA,2590,Female,1,NA,NA,38,38,NA,NA,2
20170852,410129-R-17013,5,Yelloweye Rockfish,7,9,2017,ODFW-IPHC,R,53,NA,2880,Male,1,NA,NA,37,37,NA,NA,2
20170852,410129-R-17013,6,Yelloweye Rockfish,7,9,2017,ODFW-IPHC,R,54,NA,3100,Male,1,NA,NA,48,48,NA,NA,2
20170852,410129-R-17013,7,Yelloweye Rockfish,7,9,2017,ODFW-IPHC,R,53,NA,2840,Male,1,NA,NA,36,36,NA,NA,2
20170853,410129-R-17013,8,Yelloweye Rockfish,7,9,2017,ODFW-IPHC,R,51,NA,2750,Male,1,NA,NA,34,34,NA,NA,2
20170853,410129-R-17013,9,Yelloweye Rockfish,7,9,2017,ODFW-IPHC,R,51,NA,2780,Male,1,NA,NA,34,34,35,NA,2
20180014,410129-R-18001,1,Yelloweye Rockfish,6,4,2018,IPHC,R,63,Fork length,4415,Male,NA,7268,NA,38,38,NA,NA,2
20180009,410129-R-18001,2,Yelloweye Rockfish,6,4,2018,IPHC,R,60,Fork length,4100,Male,NA,7265,NA,41,41,NA,NA,2
20180015,410129-R-18001,3,Yelloweye Rockfish,6,4,2018,IPHC,R,48,Fork length,1965,Female,NA,7272,NA,19,19,NA,NA,2
20180014,410129-R-18001,4,Yelloweye Rockfish,6,4,2018,IPHC,R,45,Fork length,1635,Female,NA,7269,247,19,19,NA,NA,2
20180010,410129-R-18001,5,Yelloweye Rockfish,6,4,2018,IPHC,R,50,Fork length,2240,Male,NA,7266,NA,18,18,NA,NA,2
20180094,410129-R-18002,1,Yelloweye Rockfish,6,12,2018,IPHC,R,53,Fork length,2950,Male,NA,7357,NA,30,30,NA,NA,2
20180091,410129-R-18002,11,Yelloweye Rockfish,6,12,2018,IPHC,R,57,Fork length,4320,Male,NA,7324,NA,40,40,NA,NA,2
20180091,410129-R-18002,12,Yelloweye Rockfish,6,12,2018,IPHC,R,40,Fork length,2110,Male,NA,7322,NA,18,22,18,NA,2
20180101,410129-R-18002,13,Yelloweye Rockfish,6,12,2018,IPHC,R,48,Fork length,2150,Male,NA,7363,NA,19,19,NA,NA,2
20180091,410129-R-18002,14,Yelloweye Rockfish,6,12,2018,IPHC,R,48,Fork length,1890,Female,NA,7315,1178,20,20,NA,NA,2
20180090,410129-R-18002,16,Yelloweye Rockfish,6,12,2018,IPHC,R,56,Fork length,3040,Female,NA,7326,1238,40,38,40,NA,2
20180093,410129-R-18002,2,Yelloweye Rockfish,6,12,2018,IPHC,R,60,Fork length,4080,Female,NA,7352,1165,31,31,NA,NA,3
20180090,410129-R-18002,20,Yelloweye Rockfish,6,12,2018,IPHC,R,56,Fork length,3600,Male,NA,7301,NA,39,39,35,NA,2
20180089,410129-R-18002,22,Yelloweye Rockfish,6,12,2018,IPHC,R,55,Fork length,3360,Male,NA,7285,NA,39,39,NA,NA,2
20180090,410129-R-18002,23,Yelloweye Rockfish,6,12,2018,IPHC,R,56,Fork length,3630,Male,NA,7332,NA,35,35,NA,NA,2
20180090,410129-R-18002,24,Yelloweye Rockfish,6,12,2018,IPHC,R,54,Fork length,3050,Female,NA,7328,1243,36,36,37,NA,2
20180090,410129-R-18002,27,Yelloweye Rockfish,6,12,2018,IPHC,R,56,Fork length,3290,Male,NA,7302,NA,46,46,NA,NA,2
20180091,410129-R-18002,28,Yelloweye Rockfish,6,12,2018,IPHC,R,57,Fork length,3290,Male,NA,7323,NA,46,48,46,NA,3
20180088,410129-R-18002,29,Yelloweye Rockfish,6,12,2018,IPHC,R,54,Fork length,2930,Female,NA,7281,1218,34,34,NA,NA,2
20180089,410129-R-18002,3,Yelloweye Rockfish,6,12,2018,IPHC,R,63,Fork length,4930,Female,NA,7291,1214,59,59,NA,NA,3
20180088,410129-R-18002,30,Yelloweye Rockfish,6,12,2018,IPHC,R,60,Fork length,3980,Male,NA,7275,NA,36,36,NA,NA,2
20180088,410129-R-18002,31,Yelloweye Rockfish,6,12,2018,IPHC,R,60,Fork length,3700,Male,NA,7274,NA,41,41,NA,NA,2
20180088,410129-R-18002,32,Yelloweye Rockfish,6,12,2018,IPHC,R,56,Fork length,3480,Male,NA,7277,NA,38,44,38,NA,2
20180089,410129-R-18002,33,Yelloweye Rockfish,6,12,2018,IPHC,R,53,Fork length,3580,Female,NA,7293,1202,48,48,NA,NA,2
20180089,410129-R-18002,34,Yelloweye Rockfish,6,12,2018,IPHC,R,61,Fork length,4220,Male,NA,7284,NA,37,37,NA,NA,2
20180091,410129-R-18002,36,Yelloweye Rockfish,6,12,2018,IPHC,R,47,Fork length,2230,Male,NA,7317,NA,16,16,16,NA,2
20180090,410129-R-18002,37,Yelloweye Rockfish,6,12,2018,IPHC,R,58,Fork length,3640,Male,NA,7305,NA,36,36,NA,NA,2
20180091,410129-R-18002,38,Yelloweye Rockfish,6,12,2018,IPHC,R,46,Fork length,1650,Male,NA,7320,NA,14,14,NA,NA,2
20180089,410129-R-18002,4,Yelloweye Rockfish,6,12,2018,IPHC,R,53,Fork length,3000,Male,NA,7300,NA,32,30,32,NA,2
20180090,410129-R-18002,41,Yelloweye Rockfish,6,12,2018,IPHC,R,58,Fork length,3570,Male,NA,7329,NA,41,41,36,NA,2
20180089,410129-R-18002,42,Yelloweye Rockfish,6,12,2018,IPHC,R,52,Fork length,2780,Female,NA,7292,1224,39,39,NA,NA,2
20180090,410129-R-18002,43,Yelloweye Rockfish,6,12,2018,IPHC,R,59,Fork length,4030,Male,NA,7334,NA,36,36,NA,NA,2
20180089,410129-R-18002,44,Yelloweye Rockfish,6,12,2018,IPHC,R,54,Fork length,2930,Male,NA,7299,NA,38,38,NA,NA,2
20180088,410129-R-18002,46,Yelloweye Rockfish,6,12,2018,IPHC,R,56,Fork length,3380,Male,NA,7278,NA,34,34,NA,NA,2
20180089,410129-R-18002,48,Yelloweye Rockfish,6,12,2018,IPHC,R,58,Fork length,3800,Male,NA,7296,NA,44,44,NA,NA,2
20180089,410129-R-18002,5,Yelloweye Rockfish,6,12,2018,IPHC,R,53,Fork length,2840,Female,NA,7286,1182,36,36,NA,NA,2
20180088,410129-R-18002,50,Yelloweye Rockfish,6,12,2018,IPHC,R,61,Fork length,3990,Male,NA,7283,NA,50,50,NA,NA,2
20180088,410129-R-18002,51,Yelloweye Rockfish,6,12,2018,IPHC,R,58,Fork length,3960,Male,NA,7282,NA,46,46,NA,NA,2
20180089,410129-R-18002,52,Yelloweye Rockfish,6,12,2018,IPHC,R,53,Fork length,2940,Female,NA,7350,1216,43,43,39,NA,2
20180088,410129-R-18002,53,Yelloweye Rockfish,6,12,2018,IPHC,R,61,Fork length,4440,Male,NA,7279,NA,49,53,49,NA,2
20180088,410129-R-18002,54,Yelloweye Rockfish,6,12,2018,IPHC,R,53,Fork length,2910,Female,NA,7280,1208,41,35,41,NA,2
20180089,410129-R-18002,8,Yelloweye Rockfish,6,12,2018,IPHC,R,60,Fork length,4110,Male,NA,7297,NA,37,37,NA,NA,2
20180091,410129-R-18002,9,Yelloweye Rockfish,6,12,2018,IPHC,R,56,Fork length,3700,Female,NA,7319,1142,38,38,NA,NA,2
20180118,410129-R-18003,1,Yelloweye Rockfish,6,21,2018,IPHC,R,56,Fork length,3215,Male,NA,7382,NA,NA,NA,NA,NA,NA
