STLKEY,sample_code,fish_number,species_name,sample_month,sample_day,sample_year,project_code,data_type_code,fish_length,length_type_name,weight_gm,sex_name,maturity,tag_number,ovaries_number,best_age,age_1,age_2,age_3,age_readability_code
20030782,410129-R-03001,75,Yelloweye Rockfish,7,21,2003,IPHC,R,61,Fork length,4358,Male,1,NA,NA,28,28,NA,25,2
20030782,410129-R-03001,76,Yelloweye Rockfish,7,21,2003,IPHC,R,58,Fork length,3360,Female,1,NA,NA,33,35,33,31,2
20030782,410129-R-03001,77,Yelloweye Rockfish,7,21,2003,IPHC,R,65,Fork length,5221,Male,1,NA,NA,96,99,NA,96,2
20030782,410129-R-03001,78,Yelloweye Rockfish,7,21,2003,IPHC,R,63,Fork length,5811,Male,1,NA,NA,100,90,NA,100,3
20030781,410129-R-03001,79,Yelloweye Rockfish,7,21,2003,IPHC,R,60,Fork length,4404,Female,1,NA,NA,36,42,NA,36,2
20030782,410129-R-03001,8,Yelloweye Rockfish,7,21,2003,IPHC,R,39,Fork length,1135,Male,0,NA,NA,12,12,12,14,2
20030782,410129-R-03001,80,Yelloweye Rockfish,7,21,2003,IPHC,R,57,Fork length,3223,Female,1,NA,NA,30,31,29,30,2
20030781,410129-R-03001,81,Yelloweye Rockfish,7,21,2003,IPHC,R,53,Fork length,3178,Male,1,NA,NA,28,28,NA,28,2
20030782,410129-R-03001,82,Yelloweye Rockfish,7,21,2003,IPHC,R,54,Fork length,2996,Female,1,NA,NA,32,37,NA,32,2
20030780,410129-R-03001,83,Yelloweye Rockfish,7,21,2003,IPHC,R,62,Fork length,4676,Male,1,NA,NA,30,30,NA,30,2
20030781,410129-R-03001,84,Yelloweye Rockfish,7,21,2003,IPHC,R,63,Fork length,5630,Female,1,NA,NA,89,92,96,89,3
20030782,410129-R-03001,85,Yelloweye Rockfish,7,21,2003,IPHC,R,62,Fork length,4858,Female,1,NA,NA,46,46,NA,44,2
20030780,410129-R-03001,86,Yelloweye Rockfish,7,21,2003,IPHC,R,64,Fork length,5312,Male,1,NA,NA,42,46,NA,42,2
20030782,410129-R-03001,87,Yelloweye Rockfish,7,21,2003,IPHC,R,51,Fork length,2542,Male,1,NA,NA,25,30,NA,25,2
20030782,410129-R-03001,88,Yelloweye Rockfish,7,21,2003,IPHC,R,65,Fork length,5493,Female,1,NA,NA,65,65,65,61,2
20030782,410129-R-03001,89,Yelloweye Rockfish,7,21,2003,IPHC,R,60,Fork length,4268,Male,1,NA,NA,31,37,NA,31,2
20030782,410129-R-03001,9,Yelloweye Rockfish,7,21,2003,IPHC,R,56,Fork length,3269,Male,1,NA,NA,19,17,NA,19,2
20030781,410129-R-03001,90,Yelloweye Rockfish,7,21,2003,IPHC,R,60,Fork length,4358,Female,1,NA,NA,65,68,NA,65,2
20030782,410129-R-03001,91,Yelloweye Rockfish,7,21,2003,IPHC,R,58,Fork length,3995,Male,1,NA,NA,31,41,NA,31,2
20030782,410129-R-03001,92,Yelloweye Rockfish,7,21,2003,IPHC,R,52,Fork length,3178,Male,1,NA,NA,24,24,23,24,2
20030782,410129-R-03001,93,Yelloweye Rockfish,7,21,2003,IPHC,R,54,Fork length,3223,Female,1,NA,NA,23,25,NA,23,2
20030782,410129-R-03001,94,Yelloweye Rockfish,7,21,2003,IPHC,R,46,Fork length,2088,Female,0,NA,NA,14,14,NA,14,2
20030782,410129-R-03001,95,Yelloweye Rockfish,7,21,2003,IPHC,R,45,Fork length,5312,Female,1,NA,NA,103,89,NA,103,3
20030782,410129-R-03001,96,Yelloweye Rockfish,7,21,2003,IPHC,R,66,Fork length,5493,Male,1,NA,NA,50,52,50,50,2
20030782,410129-R-03001,97,Yelloweye Rockfish,7,21,2003,IPHC,R,57,Fork length,3814,Female,1,NA,NA,51,51,NA,48,2
20030782,410129-R-03001,98,Yelloweye Rockfish,7,21,2003,IPHC,R,60,Fork length,4177,Male,1,NA,NA,27,27,NA,27,2
20030780,410129-R-03001,99,Yelloweye Rockfish,7,21,2003,IPHC,R,47,Fork length,1680,Male,0,NA,NA,17,17,NA,17,2
20030802,410129-R-03002,1,Yelloweye Rockfish,7,31,2003,IPHC,R,50,Fork length,2506,Male,NA,NA,NA,18,20,18,NA,2
20030917,410129-R-03003,1,Yelloweye Rockfish,8,7,2003,IPHC,R,50,Fork length,2502,Female,1,NA,NA,20,20,21,NA,3
20030917,410129-R-03003,2,Yelloweye Rockfish,8,7,2003,IPHC,R,46,Fork length,1784,Female,1,NA,NA,21,21,21,NA,2
20030917,410129-R-03003,3,Yelloweye Rockfish,8,7,2003,IPHC,R,54,Fork length,3178,Male,1,NA,NA,34,34,35,NA,3
20030917,410129-R-03003,4,Yelloweye Rockfish,8,7,2003,IPHC,R,49,Fork length,2166,Male,0,NA,NA,23,23,21,NA,2
20030917,410129-R-03003,5,Yelloweye Rockfish,8,7,2003,IPHC,R,43,Fork length,1662,Female,1,NA,NA,20,20,21,NA,2
20030917,410129-R-03003,6,Yelloweye Rockfish,8,7,2003,IPHC,R,48,Fork length,1979,Female,1,NA,NA,22,20,22,NA,2
20031057,410129-R-03004,1,Yelloweye Rockfish,8,17,2003,IPHC,R,50,Fork length,2402,Female,1,NA,NA,30,32,NA,30,2
20031057,410129-R-03004,10,Yelloweye Rockfish,8,17,2003,IPHC,R,45,Fork length,1866,Female,1,NA,NA,17,19,NA,17,2
20031046,410129-R-03004,100,Yelloweye Rockfish,8,17,2003,IPHC,R,51,Fork length,2697,Female,1,NA,NA,28,28,30,26,2
20031057,410129-R-03004,101,Yelloweye Rockfish,8,17,2003,IPHC,R,56,Fork length,3464,Male,1,NA,NA,30,30,NA,28,2
20031057,410129-R-03004,102,Yelloweye Rockfish,8,17,2003,IPHC,R,48,Fork length,1975,Female,1,NA,NA,24,24,NA,NA,2
20031057,410129-R-03004,103,Yelloweye Rockfish,8,17,2003,IPHC,R,49,Fork length,2252,Male,1,NA,NA,19,21,NA,19,2
20031056,410129-R-03004,104,Yelloweye Rockfish,8,17,2003,IPHC,R,43,Fork length,1857,Female,1,NA,NA,22,22,24,21,2
20031060,410129-R-03004,105,Yelloweye Rockfish,8,17,2003,IPHC,R,46,Fork length,3114,Male,1,NA,NA,28,28,NA,28,2
20031055,410129-R-03004,106,Yelloweye Rockfish,8,17,2003,IPHC,R,46,Fork length,2102,Male,1,NA,NA,20,20,NA,20,2
20031060,410129-R-03004,107,Yelloweye Rockfish,8,17,2003,IPHC,R,60,Fork length,4644,Male,1,NA,NA,42,49,NA,42,2
20031057,410129-R-03004,108,Yelloweye Rockfish,8,17,2003,IPHC,R,54,Fork length,3355,Male,1,NA,NA,30,31,30,29,2
20031055,410129-R-03004,109,Yelloweye Rockfish,8,17,2003,IPHC,R,47,Fork length,2174,Male,1,NA,NA,22,22,NA,19,2
20031057,410129-R-03004,11,Yelloweye Rockfish,8,17,2003,IPHC,R,60,Fork length,4127,Female,1,NA,NA,57,57,NA,57,2
20031056,410129-R-03004,110,Yelloweye Rockfish,8,17,2003,IPHC,R,50,Fork length,2433,Female,1,NA,NA,33,33,NA,32,2
20031057,410129-R-03004,111,Yelloweye Rockfish,8,17,2003,IPHC,R,47,Fork length,2056,Male,0,NA,NA,19,19,NA,19,2
20031056,410129-R-03004,112,Yelloweye Rockfish,8,17,2003,IPHC,R,50,Fork length,2352,Female,1,NA,NA,27,27,27,29,3
20031057,410129-R-03004,113,Yelloweye Rockfish,8,17,2003,IPHC,R,50,Fork length,2570,Male,1,NA,NA,20,29,NA,20,2
20031056,410129-R-03004,114,Yelloweye Rockfish,8,17,2003,IPHC,R,48,Fork length,2297,Male,1,NA,NA,18,20,NA,18,2
20031055,410129-R-03004,115,Yelloweye Rockfish,8,17,2003,IPHC,R,45,Fork length,1920,Female,1,NA,NA,23,21,NA,23,2
20031057,410129-R-03004,116,Yelloweye Rockfish,8,17,2003,IPHC,R,56,Fork length,3446,Male,1,NA,NA,28,29,30,28,2
20031057,410129-R-03004,117,Yelloweye Rockfish,8,17,2003,IPHC,R,51,Fork length,2474,Male,0,NA,NA,20,20,NA,20,3
20031056,410129-R-03004,118,Yelloweye Rockfish,8,17,2003,IPHC,R,45,Fork length,1866,Male,1,NA,NA,18,18,NA,18,2
20031056,410129-R-03004,119,Yelloweye Rockfish,8,17,2003,IPHC,R,49,Fork length,2220,Male,1,NA,NA,26,31,NA,26,3
20031057,410129-R-03004,12,Yelloweye Rockfish,8,17,2003,IPHC,R,58,Fork length,4091,Female,1,NA,NA,73,81,87,73,2
20031056,410129-R-03004,120,Yelloweye Rockfish,8,17,2003,IPHC,R,48,Fork length,2061,Male,1,NA,NA,21,23,20,21,2
20031057,410129-R-03004,121,Yelloweye Rockfish,8,17,2003,IPHC,R,63,Fork length,4626,Male,1,NA,NA,54,56,NA,54,2
20031056,410129-R-03004,122,Yelloweye Rockfish,8,17,2003,IPHC,R,50,Fork length,2470,Female,1,NA,NA,34,51,NA,34,3
20031056,410129-R-03004,123,Yelloweye Rockfish,8,17,2003,IPHC,R,50,Fork length,2270,Male,1,NA,NA,18,18,NA,18,2
20031057,410129-R-03004,124,Yelloweye Rockfish,8,17,2003,IPHC,R,55,Fork length,3550,Male,1,NA,NA,43,43,43,34,3
20031056,410129-R-03004,125,Yelloweye Rockfish,8,17,2003,IPHC,R,47,Fork length,2197,Male,1,NA,NA,21,26,NA,21,2
20031057,410129-R-03004,126,Yelloweye Rockfish,8,17,2003,IPHC,R,62,Fork length,5180,Male,1,NA,NA,55,63,NA,55,3
20031056,410129-R-03004,127,Yelloweye Rockfish,8,17,2003,IPHC,R,46,Fork length,1784,Male,1,NA,NA,18,20,NA,18,2
20031057,410129-R-03004,128,Yelloweye Rockfish,8,17,2003,IPHC,R,52,Fork length,2856,Female,1,NA,NA,27,29,27,27,2
20031060,410129-R-03004,129,Yelloweye Rockfish,8,17,2003,IPHC,R,57,Fork length,3782,Male,1,NA,NA,28,28,NA,25,2
20031055,410129-R-03004,13,Yelloweye Rockfish,8,17,2003,IPHC,R,44,Fork length,1825,Female,1,NA,NA,17,17,NA,17,2
20031056,410129-R-03004,130,Yelloweye Rockfish,8,17,2003,IPHC,R,56,Fork length,1857,Female,1,NA,NA,19,19,NA,18,2
20031057,410129-R-03004,131,Yelloweye Rockfish,8,17,2003,IPHC,R,57,Fork length,4245,Male,1,NA,NA,49,49,NA,47,2
20031056,410129-R-03004,132,Yelloweye Rockfish,8,17,2003,IPHC,R,54,Fork length,2819,Female,1,NA,NA,33,41,41,33,2
20031057,410129-R-03004,133,Yelloweye Rockfish,8,17,2003,IPHC,R,58,Fork length,3755,Male,1,NA,NA,29,32,NA,29,2
20031058,410129-R-03004,134,Yelloweye Rockfish,8,17,2003,IPHC,R,60,Fork length,4272,Female,1,NA,NA,52,52,NA,52,2
20031057,410129-R-03004,135,Yelloweye Rockfish,8,17,2003,IPHC,R,52,Fork length,2638,Female,1,NA,NA,32,32,NA,30,2
20031056,410129-R-03004,136,Yelloweye Rockfish,8,17,2003,IPHC,R,51,Fork length,2261,Male,1,NA,NA,33,30,36,NA,3
20031056,410129-R-03004,137,Yelloweye Rockfish,8,17,2003,IPHC,R,60,Fork length,3573,Male,1,NA,NA,46,46,NA,44,2
20031057,410129-R-03004,138,Yelloweye Rockfish,8,17,2003,IPHC,R,51,Fork length,2797,Male,1,NA,NA,27,28,NA,27,2
20031057,410129-R-03004,139,Yelloweye Rockfish,8,17,2003,IPHC,R,60,Fork length,4386,Female,1,NA,NA,49,49,NA,52,2
20031057,410129-R-03004,14,Yelloweye Rockfish,8,17,2003,IPHC,R,50,Fork length,2452,Female,1,NA,NA,27,27,NA,27,2
20031056,410129-R-03004,140,Yelloweye Rockfish,8,17,2003,IPHC,R,51,Fork length,2465,Male,1,NA,NA,24,24,24,23,2
20031055,410129-R-03004,141,Yelloweye Rockfish,8,17,2003,IPHC,R,45,Fork length,1811,Female,1,NA,NA,30,23,NA,30,2
20031057,410129-R-03004,142,Yelloweye Rockfish,8,17,2003,IPHC,R,45,Fork length,3046,Male,1,NA,NA,30,29,NA,30,2
20031057,410129-R-03004,143,Yelloweye Rockfish,8,17,2003,IPHC,R,48,Fork length,2075,Female,1,NA,NA,29,29,NA,28,3
20031057,410129-R-03004,144,Yelloweye Rockfish,8,17,2003,IPHC,R,51,Fork length,2615,Female,1,NA,NA,36,35,38,36,3
20031056,410129-R-03004,145,Yelloweye Rockfish,8,17,2003,IPHC,R,51,Fork length,2329,Male,1,NA,NA,26,27,NA,26,2
20031057,410129-R-03004,146,Yelloweye Rockfish,8,17,2003,IPHC,R,56,Fork length,4549,Female,1,NA,NA,43,50,NA,43,3
20031057,410129-R-03004,147,Yelloweye Rockfish,8,17,2003,IPHC,R,56,Fork length,4213,Female,1,NA,NA,47,56,NA,47,2
20031056,410129-R-03004,148,Yelloweye Rockfish,8,17,2003,IPHC,R,44,Fork length,1889,Male,0,NA,NA,21,21,24,20,2
20031057,410129-R-03004,149,Yelloweye Rockfish,8,17,2003,IPHC,R,45,Fork length,1866,Male,0,NA,NA,20,22,NA,20,2
20031057,410129-R-03004,15,Yelloweye Rockfish,8,17,2003,IPHC,R,60,Fork length,4431,Male,1,NA,NA,40,44,NA,40,2
20031057,410129-R-03004,150,Yelloweye Rockfish,8,17,2003,IPHC,R,55,Fork length,2806,Female,1,NA,NA,28,32,NA,28,2
20031057,410129-R-03004,151,Yelloweye Rockfish,8,17,2003,IPHC,R,47,Fork length,2093,Male,0,NA,NA,19,19,NA,19,2
20031056,410129-R-03004,152,Yelloweye Rockfish,8,17,2003,IPHC,R,60,Fork length,4631,Female,1,NA,NA,52,53,55,52,3
20031057,410129-R-03004,153,Yelloweye Rockfish,8,17,2003,IPHC,R,61,Fork length,4685,Male,1,NA,NA,45,58,NA,45,2
20031057,410129-R-03004,154,Yelloweye Rockfish,8,17,2003,IPHC,R,45,Fork length,1698,Female,1,NA,NA,21,22,NA,21,2
20031057,410129-R-03004,155,Yelloweye Rockfish,8,17,2003,IPHC,R,46,Fork length,1875,Male,0,NA,NA,20,24,NA,20,3
20031057,410129-R-03004,156,Yelloweye Rockfish,8,17,2003,IPHC,R,46,Fork length,1757,Female,1,NA,NA,21,21,21,21,2
20031057,410129-R-03004,157,Yelloweye Rockfish,8,17,2003,IPHC,R,53,Fork length,2996,Male,1,NA,NA,26,38,NA,26,2
20031057,410129-R-03004,158,Yelloweye Rockfish,8,17,2003,IPHC,R,46,Fork length,1848,Male,1,NA,NA,23,23,NA,19,2
20031057,410129-R-03004,16,Yelloweye Rockfish,8,17,2003,IPHC,R,42,Fork length,1639,Male,0,NA,NA,17,18,17,15,2
20031057,410129-R-03004,17,Yelloweye Rockfish,8,17,2003,IPHC,R,55,Fork length,3782,Male,1,NA,NA,30,30,NA,30,3
20031057,410129-R-03004,18,Yelloweye Rockfish,8,17,2003,IPHC,R,50,Fork length,2284,Male,1,NA,NA,NA,32,NA,19,2
20031057,410129-R-03004,19,Yelloweye Rockfish,8,17,2003,IPHC,R,55,Fork length,3732,Male,1,NA,NA,31,35,NA,31,3
20031057,410129-R-03004,2,Yelloweye Rockfish,8,17,2003,IPHC,R,50,Fork length,2284,Male,1,NA,NA,29,33,NA,29,2
20031057,410129-R-03004,20,Yelloweye Rockfish,8,17,2003,IPHC,R,58,Fork length,3768,Female,1,NA,NA,51,50,52,51,1
20031055,410129-R-03004,21,Yelloweye Rockfish,8,17,2003,IPHC,R,52,Fork length,2665,Female,1,NA,NA,30,30,NA,30,2
20031057,410129-R-03004,22,Yelloweye Rockfish,8,17,2003,IPHC,R,48,Fork length,2347,Male,1,NA,NA,20,25,NA,20,3
20031057,410129-R-03004,23,Yelloweye Rockfish,8,17,2003,IPHC,R,46,Fork length,1843,Female,1,NA,NA,23,23,NA,21,3
20031057,410129-R-03004,24,Yelloweye Rockfish,8,17,2003,IPHC,R,56,Fork length,3773,Male,0,NA,NA,30,27,32,30,2
20031055,410129-R-03004,25,Yelloweye Rockfish,8,17,2003,IPHC,R,50,Fork length,2234,Female,1,NA,NA,27,31,NA,27,2
20031057,410129-R-03004,26,Yelloweye Rockfish,8,17,2003,IPHC,R,44,Fork length,1525,Male,0,NA,NA,16,17,NA,16,3
20031057,410129-R-03004,27,Yelloweye Rockfish,8,17,2003,IPHC,R,59,Fork length,4417,Male,1,NA,NA,61,69,NA,61,2
20031057,410129-R-03004,28,Yelloweye Rockfish,8,17,2003,IPHC,R,50,Fork length,2461,Female,1,NA,NA,29,29,33,24,3
20031057,410129-R-03004,29,Yelloweye Rockfish,8,17,2003,IPHC,R,51,Fork length,2438,Female,1,NA,NA,28,32,NA,28,2
20031057,410129-R-03004,3,Yelloweye Rockfish,8,17,2003,IPHC,R,64,Fork length,5248,Male,1,NA,NA,53,61,NA,53,2
20031055,410129-R-03004,30,Yelloweye Rockfish,8,17,2003,IPHC,R,51,Fork length,2579,Female,1,NA,NA,30,30,NA,33,3
20031057,410129-R-03004,31,Yelloweye Rockfish,8,17,2003,IPHC,R,50,Fork length,2774,Female,1,NA,NA,28,23,NA,28,2
20031055,410129-R-03004,32,Yelloweye Rockfish,8,17,2003,IPHC,R,55,Fork length,3360,Female,1,NA,NA,48,50,47,48,2
20031057,410129-R-03004,33,Yelloweye Rockfish,8,17,2003,IPHC,R,57,Fork length,4526,Female,1,NA,NA,42,46,NA,42,2
20031057,410129-R-03004,34,Yelloweye Rockfish,8,17,2003,IPHC,R,55,Fork length,2987,Male,1,NA,NA,25,26,NA,25,2
20031056,410129-R-03004,35,Yelloweye Rockfish,8,17,2003,IPHC,R,43,Fork length,1389,Female,1,NA,NA,21,21,NA,19,2
20031056,410129-R-03004,36,Yelloweye Rockfish,8,17,2003,IPHC,R,51,Fork length,2411,Male,0,NA,NA,20,22,20,20,2
20031057,410129-R-03004,37,Yelloweye Rockfish,8,17,2003,IPHC,R,47,Fork length,2120,Male,1,NA,NA,22,22,NA,21,2
20031057,410129-R-03004,38,Yelloweye Rockfish,8,17,2003,IPHC,R,56,Fork length,3364,Female,1,NA,NA,47,48,NA,47,2
20031057,410129-R-03004,39,Yelloweye Rockfish,8,17,2003,IPHC,R,48,Fork length,2238,Male,1,NA,NA,18,15,NA,18,2
20031057,410129-R-03004,4,Yelloweye Rockfish,8,17,2003,IPHC,R,44,Fork length,1539,Female,1,NA,NA,17,17,19,16,2
20031055,410129-R-03004,40,Yelloweye Rockfish,8,17,2003,IPHC,R,56,Fork length,2910,Male,1,NA,NA,29,32,28,29,2
20031057,410129-R-03004,41,Yelloweye Rockfish,8,17,2003,IPHC,R,53,Fork length,2783,Female,1,NA,NA,33,33,NA,32,2
20031057,410129-R-03004,42,Yelloweye Rockfish,8,17,2003,IPHC,R,55,Fork length,3373,Male,1,NA,NA,30,31,NA,30,2
20031057,410129-R-03004,43,Yelloweye Rockfish,8,17,2003,IPHC,R,55,Fork length,3709,Male,1,NA,NA,77,77,NA,NA,3
20031057,410129-R-03004,44,Yelloweye Rockfish,8,17,2003,IPHC,R,54,Fork length,3083,Male,1,NA,NA,27,32,31,27,2
20031057,410129-R-03004,45,Yelloweye Rockfish,8,17,2003,IPHC,R,49,Fork length,2302,Male,1,NA,NA,15,27,NA,15,2
20031057,410129-R-03004,46,Yelloweye Rockfish,8,17,2003,IPHC,R,45,Fork length,1870,Male,1,NA,NA,16,16,NA,16,2
20031057,410129-R-03004,47,Yelloweye Rockfish,8,17,2003,IPHC,R,65,Fork length,5661,Male,1,NA,NA,42,46,NA,42,2
20031056,410129-R-03004,48,Yelloweye Rockfish,8,17,2003,IPHC,R,49,Fork length,2220,Male,1,NA,NA,18,23,21,18,2
20031057,410129-R-03004,49,Yelloweye Rockfish,8,17,2003,IPHC,R,53,Fork length,3092,Male,1,NA,NA,24,33,NA,24,3
20031057,410129-R-03004,5,Yelloweye Rockfish,8,17,2003,IPHC,R,51,Fork length,2633,Female,1,NA,NA,34,40,NA,34,2
20031057,410129-R-03004,50,Yelloweye Rockfish,8,17,2003,IPHC,R,58,Fork length,3814,Female,1,NA,NA,34,40,NA,34,3
20031055,410129-R-03004,51,Yelloweye Rockfish,8,17,2003,IPHC,R,45,Fork length,2084,Male,1,NA,NA,28,32,NA,28,2
20031046,410129-R-03004,52,Yelloweye Rockfish,8,17,2003,IPHC,R,56,Fork length,3364,Male,1,NA,NA,30,27,31,30,2
20031055,410129-R-03004,53,Yelloweye Rockfish,8,17,2003,IPHC,R,52,Fork length,2719,Female,1,NA,NA,27,27,NA,29,2
20031057,410129-R-03004,54,Yelloweye Rockfish,8,17,2003,IPHC,R,59,Fork length,4749,Male,1,NA,NA,46,46,NA,NA,2
20031055,410129-R-03004,55,Yelloweye Rockfish,8,17,2003,IPHC,R,58,Fork length,3841,Male,1,NA,NA,37,36,NA,37,2
20031055,410129-R-03004,56,Yelloweye Rockfish,8,17,2003,IPHC,R,51,Fork length,2592,Female,1,NA,NA,34,34,33,35,3
20031055,410129-R-03004,57,Yelloweye Rockfish,8,17,2003,IPHC,R,59,Fork length,4899,Male,1,NA,NA,26,26,NA,NA,2
20031055,410129-R-03004,58,Yelloweye Rockfish,8,17,2003,IPHC,R,50,Fork length,2655,Male,1,NA,NA,28,28,NA,27,2
20031057,410129-R-03004,59,Yelloweye Rockfish,8,17,2003,IPHC,R,52,Fork length,2670,Female,1,NA,NA,30,33,NA,30,2
20031057,410129-R-03004,6,Yelloweye Rockfish,8,17,2003,IPHC,R,48,Fork length,2216,Female,1,NA,NA,30,29,NA,30,2
20031055,410129-R-03004,60,Yelloweye Rockfish,8,17,2003,IPHC,R,46,Fork length,1916,Male,1,NA,NA,21,22,21,18,2
20031057,410129-R-03004,61,Yelloweye Rockfish,8,17,2003,IPHC,R,49,Fork length,2438,Male,1,NA,NA,20,20,NA,20,1
20031057,410129-R-03004,62,Yelloweye Rockfish,8,17,2003,IPHC,R,60,Fork length,4408,Male,1,NA,NA,37,37,NA,37,2
20031046,410129-R-03004,63,Yelloweye Rockfish,8,17,2003,IPHC,R,61,Fork length,4413,Female,1,NA,NA,79,82,NA,79,3
20031055,410129-R-03004,64,Yelloweye Rockfish,8,17,2003,IPHC,R,59,Fork length,4322,Female,1,NA,NA,90,92,90,86,3
20031057,410129-R-03004,65,Yelloweye Rockfish,8,17,2003,IPHC,R,48,Fork length,2034,Male,0,NA,NA,20,21,NA,20,2
20031055,410129-R-03004,66,Yelloweye Rockfish,8,17,2003,IPHC,R,50,Fork length,2660,Male,1,NA,NA,21,21,NA,21,2
20031057,410129-R-03004,67,Yelloweye Rockfish,8,17,2003,IPHC,R,49,Fork length,2365,Male,1,NA,NA,23,23,NA,20,2
20031057,410129-R-03004,68,Yelloweye Rockfish,8,17,2003,IPHC,R,51,Fork length,3001,Female,1,NA,NA,47,50,47,47,2
20031055,410129-R-03004,69,Yelloweye Rockfish,8,17,2003,IPHC,R,49,Fork length,2297,Male,1,NA,NA,20,23,NA,20,2
20031055,410129-R-03004,7,Yelloweye Rockfish,8,17,2003,IPHC,R,47,Fork length,1875,Male,1,NA,NA,22,22,NA,20,2
20031055,410129-R-03004,70,Yelloweye Rockfish,8,17,2003,IPHC,R,55,Fork length,3791,Female,1,NA,NA,86,89,NA,86,2
20031060,410129-R-03004,71,Yelloweye Rockfish,8,17,2003,IPHC,R,70,Fork length,6510,Male,1,NA,NA,53,55,NA,53,2
20031057,410129-R-03004,72,Yelloweye Rockfish,8,17,2003,IPHC,R,51,Fork length,2583,Female,1,NA,NA,27,29,27,26,2
20031055,410129-R-03004,73,Yelloweye Rockfish,8,17,2003,IPHC,R,52,Fork length,2765,Male,1,NA,NA,29,29,NA,29,3
20031060,410129-R-03004,74,Yelloweye Rockfish,8,17,2003,IPHC,R,52,Fork length,2352,Female,1,NA,NA,33,33,NA,29,2
20031057,410129-R-03004,75,Yelloweye Rockfish,8,17,2003,IPHC,R,44,Fork length,1716,Female,1,NA,NA,21,21,NA,19,2
20031057,410129-R-03004,76,Yelloweye Rockfish,8,17,2003,IPHC,R,49,Fork length,2397,Male,1,NA,NA,16,22,16,15,3
20031060,410129-R-03004,77,Yelloweye Rockfish,8,17,2003,IPHC,R,60,Fork length,4531,Male,1,NA,NA,31,33,NA,31,2
20031056,410129-R-03004,78,Yelloweye Rockfish,8,17,2003,IPHC,R,42,Fork length,1539,Female,1,NA,NA,19,19,NA,18,2
20031060,410129-R-03004,79,Yelloweye Rockfish,8,17,2003,IPHC,R,53,Fork length,2497,Male,1,NA,NA,30,30,NA,30,2
20031055,410129-R-03004,8,Yelloweye Rockfish,8,17,2003,IPHC,R,47,Fork length,2102,Male,1,NA,NA,18,18,17,18,2
20031055,410129-R-03004,80,Yelloweye Rockfish,8,17,2003,IPHC,R,45,Fork length,1789,Male,1,NA,NA,20,20,21,20,2
20031055,410129-R-03004,81,Yelloweye Rockfish,8,17,2003,IPHC,R,56,Fork length,3273,Female,1,NA,NA,62,62,NA,NA,2
20031057,410129-R-03004,82,Yelloweye Rockfish,8,17,2003,IPHC,R,62,Fork length,4735,Male,1,NA,NA,73,73,NA,NA,3
20031056,410129-R-03004,83,Yelloweye Rockfish,8,17,2003,IPHC,R,46,Fork length,1993,Female,1,NA,NA,20,25,NA,20,2
20031055,410129-R-03004,84,Yelloweye Rockfish,8,17,2003,IPHC,R,54,Fork length,2897,Male,1,NA,NA,36,39,36,34,3
20031055,410129-R-03004,85,Yelloweye Rockfish,8,17,2003,IPHC,R,58,Fork length,3832,Female,1,NA,NA,53,53,NA,53,3
20031055,410129-R-03004,86,Yelloweye Rockfish,8,17,2003,IPHC,R,55,Fork length,3686,Male,1,NA,NA,53,66,NA,53,3
20031055,410129-R-03004,87,Yelloweye Rockfish,8,17,2003,IPHC,R,47,Fork length,2252,Female,1,NA,NA,30,30,NA,30,2
20031060,410129-R-03004,88,Yelloweye Rockfish,8,17,2003,IPHC,R,54,Fork length,2965,Male,1,NA,NA,27,27,28,25,2
20031060,410129-R-03004,89,Yelloweye Rockfish,8,17,2003,IPHC,R,54,Fork length,2856,Male,1,NA,NA,22,34,NA,22,3
20031055,410129-R-03004,9,Yelloweye Rockfish,8,17,2003,IPHC,R,45,Fork length,2125,Male,1,NA,NA,22,20,NA,22,2
20031057,410129-R-03004,90,Yelloweye Rockfish,8,17,2003,IPHC,R,58,Fork length,3959,Male,1,NA,NA,29,33,NA,29,2
20031060,410129-R-03004,91,Yelloweye Rockfish,8,17,2003,IPHC,R,51,Fork length,2742,Male,1,NA,NA,27,29,NA,27,2
20031055,410129-R-03004,92,Yelloweye Rockfish,8,17,2003,IPHC,R,47,Fork length,2193,Male,1,NA,NA,21,25,21,20,3
20031058,410129-R-03004,93,Yelloweye Rockfish,8,17,2003,IPHC,R,66,Fork length,5189,Male,1,NA,NA,61,62,NA,61,2
20031056,410129-R-03004,94,Yelloweye Rockfish,8,17,2003,IPHC,R,56,Fork length,3696,Male,1,NA,NA,38,38,NA,35,2
20031055,410129-R-03004,95,Yelloweye Rockfish,8,17,2003,IPHC,R,53,Fork length,2937,Female,1,NA,NA,29,30,NA,29,2
20031056,410129-R-03004,96,Yelloweye Rockfish,8,17,2003,IPHC,R,46,Fork length,1798,Female,1,NA,NA,22,22,23,22,2
20031056,410129-R-03004,97,Yelloweye Rockfish,8,17,2003,IPHC,R,46,Fork length,1743,Male,1,NA,NA,20,21,NA,20,3
20031055,410129-R-03004,98,Yelloweye Rockfish,8,17,2003,IPHC,R,51,Fork length,2456,Male,1,NA,NA,23,23,NA,21,2
20031057,410129-R-03004,99,Yelloweye Rockfish,8,17,2003,IPHC,R,44,Fork length,1802,Male,0,NA,NA,19,22,NA,19,3
20031139,410129-R-03005,1,Yelloweye Rockfish,8,24,2003,IPHC,R,48,Fork length,2270,Male,NA,NA,NA,17,17,NA,17,2
