BDS sample code,BDS fish number,YearTag,sample_year,fish_length_cm,sex_name,weight_gm,maturity,STLKEY,Station,IPHC Charter Region,Lat - Grid target,Lon - Grid target,AvgDepth (fm),cmnnme,ConversionComments,Bait
410129-R-02001,1,20021042,2002,52,Female,2280,1,20020374,1049,Washington (incl. NW Oregon waters),45.6667,-124.4167,91,Yelloweye Rockfish,,Chum
410129-R-02002,5,20021007,2002,60,Female,3905,1,20020391,1081,Washington (incl. NW Oregon waters),48.1667,-125.1333,76,Yelloweye Rockfish,,Chum
410129-R-02002,1,20021012,2002,62,Female,4760,1,20020393,1082,Washington (incl. NW Oregon waters),48.1667,-125.3833,61,Yelloweye Rockfish,,Chum
410129-R-02002,2,20021018,2002,54,Female,2735,1,20020393,1082,Washington (incl. NW Oregon waters),48.1667,-125.3833,61,Yelloweye Rockfish,,Chum
410129-R-02002,3,20021010,2002,68,Male,7175,1,20020393,1082,Washington (incl. NW Oregon waters),48.1667,-125.3833,61,Yelloweye Rockfish,,Chum
410129-R-02002,4,20021021,2002,60,Female,4200,1,20020393,1082,Washington (incl. NW Oregon waters),48.1667,-125.3833,61,Yelloweye Rockfish,,Chum
410129-R-02002,6,20021017,2002,64,Male,5190,1,20020393,1082,Washington (incl. NW Oregon waters),48.1667,-125.3833,61,Yelloweye Rockfish,,Chum
410129-R-02002,7,20021013,2002,58,Female,3410,1,20020393,1082,Washington (incl. NW Oregon waters),48.1667,-125.3833,61,Yelloweye Rockfish,,Chum
410129-R-02002,8,20021022,2002,68,Male,6375,1,20020393,1082,Washington (incl. NW Oregon waters),48.1667,-125.3833,61,Yelloweye Rockfish,,Chum
410129-R-02002,9,20021019,2002,62,Female,4430,1,20020393,1082,Washington (incl. NW Oregon waters),48.1667,-125.3833,61,Yelloweye Rockfish,,Chum
410129-R-02002,10,20021011,2002,54,Female,2785,1,20020393,1082,Washington (incl. NW Oregon waters),48.1667,-125.3833,61,Yelloweye Rockfish,,Chum
410129-R-02002,11,20021020,2002,68,Female,6090,1,20020393,1082,Washington (incl. NW Oregon waters),48.1667,-125.3833,61,Yelloweye Rockfish,,Chum
410129-R-02002,12,20021014,2002,53,Male,2480,1,20020393,1082,Washington (incl. NW Oregon waters),48.1667,-125.3833,61,Yelloweye Rockfish,,Chum
410129-R-02002,13,20021016,2002,63,Male,4585,1,20020393,1082,Washington (incl. NW Oregon waters),48.1667,-125.3833,61,Yelloweye Rockfish,,Chum
410129-R-02002,14,20021009,2002,52,Female,2425,1,20020393,1082,Washington (incl. NW Oregon waters),48.1667,-125.3833,61,Yelloweye Rockfish,,Chum
410129-R-02002,15,20021008,2002,67,Male,5350,1,20020393,1082,Washington (incl. NW Oregon waters),48.1667,-125.3833,61,Yelloweye Rockfish,,Chum
410129-R-02002,16,20021015,2002,51,Male,2355,0,20020393,1082,Washington (incl. NW Oregon waters),48.1667,-125.3833,61,Yelloweye Rockfish,,Chum
410129-R-02003,1,20021061,2002,56,Female,3870,1,20020588,1027,Oregon (S. of 45 Deg 20 Min),44.3333,-124.6667,52,Yelloweye Rockfish,,Chum
410129-R-02003,2,20021055,2002,52,Male,2640,1,20020588,1027,Oregon (S. of 45 Deg 20 Min),44.3333,-124.6667,52,Yelloweye Rockfish,,Chum
410129-R-02003,3,20021056,2002,51,Male,2520,1,20020588,1027,Oregon (S. of 45 Deg 20 Min),44.3333,-124.6667,52,Yelloweye Rockfish,,Chum
410129-R-02003,4,20021063,2002,47,Female,1890,1,20020588,1027,Oregon (S. of 45 Deg 20 Min),44.3333,-124.6667,52,Yelloweye Rockfish,,Chum
410129-R-02003,5,20021060,2002,48,Male,2080,1,20020588,1027,Oregon (S. of 45 Deg 20 Min),44.3333,-124.6667,52,Yelloweye Rockfish,,Chum
410129-R-02003,6,20021057,2002,49,Male,2205,1,20020588,1027,Oregon (S. of 45 Deg 20 Min),44.3333,-124.6667,52,Yelloweye Rockfish,,Chum
410129-R-02003,7,20021065,2002,55,Male,3355,1,20020588,1027,Oregon (S. of 45 Deg 20 Min),44.3333,-124.6667,52,Yelloweye Rockfish,,Chum
410129-R-02003,8,20021058,2002,50,Female,2295,1,20020588,1027,Oregon (S. of 45 Deg 20 Min),44.3333,-124.6667,52,Yelloweye Rockfish,,Chum
410129-R-02003,9,20021064,2002,60,Male,3940,1,20020588,1027,Oregon (S. of 45 Deg 20 Min),44.3333,-124.6667,52,Yelloweye Rockfish,,Chum
410129-R-02003,10,20021059,2002,46,Male,1920,1,20020588,1027,Oregon (S. of 45 Deg 20 Min),44.3333,-124.6667,52,Yelloweye Rockfish,,Chum
410129-R-02003,11,20021062,2002,41,Male,1380,0,20020588,1027,Oregon (S. of 45 Deg 20 Min),44.3333,-124.6667,52,Yelloweye Rockfish,,Chum
410129-R-02005,1,20021401,2002,50,Male,2545,1,20020991,1010,Oregon (S. of 45 Deg 20 Min),43.1667,-124.6667,80,Yelloweye Rockfish,,Chum
410129-R-02005,2,20021165,2002,41,Male,1290,0,20020991,1010,Oregon (S. of 45 Deg 20 Min),43.1667,-124.6667,80,Yelloweye Rockfish,,Chum
410129-R-02005,3,20021403,2002,42,Male,1345,0,20020991,1010,Oregon (S. of 45 Deg 20 Min),43.1667,-124.6667,80,Yelloweye Rockfish,,Chum
410129-R-02005,4,20021166,2002,49,Male,2270,1,20020991,1010,Oregon (S. of 45 Deg 20 Min),43.1667,-124.6667,80,Yelloweye Rockfish,,Chum
410129-R-02005,5,20021179,2002,45,Male,1670,1,20020991,1010,Oregon (S. of 45 Deg 20 Min),43.1667,-124.6667,80,Yelloweye Rockfish,,Chum
410129-R-02005,6,20021404,2002,49,Female,2250,1,20020991,1010,Oregon (S. of 45 Deg 20 Min),43.1667,-124.6667,80,Yelloweye Rockfish,,Chum
410129-R-02005,7,20021410,2002,56,Male,3420,1,20020991,1010,Oregon (S. of 45 Deg 20 Min),43.1667,-124.6667,80,Yelloweye Rockfish,,Chum
410129-R-02005,8,20021155,2002,47,Male,2420,1,20020991,1010,Oregon (S. of 45 Deg 20 Min),43.1667,-124.6667,80,Yelloweye Rockfish,,Chum
410129-R-02005,9,20021151,2002,39,Male,1210,0,20020991,1010,Oregon (S. of 45 Deg 20 Min),43.1667,-124.6667,80,Yelloweye Rockfish,,Chum
410129-R-02005,10,20021159,2002,52,Female,2925,1,20020991,1010,Oregon (S. of 45 Deg 20 Min),43.1667,-124.6667,80,Yelloweye Rockfish,,Chum
410129-R-02005,11,20021183,2002,47,Female,2005,1,20020991,1010,Oregon (S. of 45 Deg 20 Min),43.1667,-124.6667,80,Yelloweye Rockfish,,Chum
410129-R-02005,12,20021186,2002,53,Female,2410,1,20020991,1010,Oregon (S. of 45 Deg 20 Min),43.1667,-124.6667,80,Yelloweye Rockfish,,Chum
410129-R-02005,14,20021149,2002,61,Male,4920,1,20020991,1010,Oregon (S. of 45 Deg 20 Min),43.1667,-124.6667,80,Yelloweye Rockfish,,Chum
410129-R-02005,15,20021163,2002,49,Female,2430,1,20020991,1010,Oregon (S. of 45 Deg 20 Min),43.1667,-124.6667,80,Yelloweye Rockfish,,Chum
410129-R-02005,16,20021161,2002,53,Female,2965,1,20020991,1010,Oregon (S. of 45 Deg 20 Min),43.1667,-124.6667,80,Yelloweye Rockfish,,Chum
410129-R-02005,17,20021180,2002,41,Male,1420,0,20020991,1010,Oregon (S. of 45 Deg 20 Min),43.1667,-124.6667,80,Yelloweye Rockfish,,Chum
410129-R-02005,18,20021145,2002,51,Male,2750,1,20020991,1010,Oregon (S. of 45 Deg 20 Min),43.1667,-124.6667,80,Yelloweye Rockfish,,Chum
410129-R-02005,19,20021402,2002,47,Female,1860,1,20020991,1010,Oregon (S. of 45 Deg 20 Min),43.1667,-124.6667,80,Yelloweye Rockfish,,Chum
410129-R-02005,20,20021160,2002,45,Male,1895,1,20020991,1010,Oregon (S. of 45 Deg 20 Min),43.1667,-124.6667,80,Yelloweye Rockfish,,Chum
410129-R-02005,21,20021178,2002,46,Male,1705,1,20020991,1010,Oregon (S. of 45 Deg 20 Min),43.1667,-124.6667,80,Yelloweye Rockfish,,Chum
410129-R-02005,22,20021146,2002,55,Male,3310,1,20020991,1010,Oregon (S. of 45 Deg 20 Min),43.1667,-124.6667,80,Yelloweye Rockfish,,Chum
410129-R-02005,23,20021411,2002,49,Male,2665,1,20020991,1010,Oregon (S. of 45 Deg 20 Min),43.1667,-124.6667,80,Yelloweye Rockfish,,Chum
410129-R-02005,24,20021157,2002,57,Male,3745,1,20020991,1010,Oregon (S. of 45 Deg 20 Min),43.1667,-124.6667,80,Yelloweye Rockfish,,Chum
410129-R-02005,25,20021150,2002,43,Male,1660,0,20020991,1010,Oregon (S. of 45 Deg 20 Min),43.1667,-124.6667,80,Yelloweye Rockfish,,Chum
410129-R-02005,26,20021164,2002,45,Male,1670,1,20020991,1010,Oregon (S. of 45 Deg 20 Min),43.1667,-124.6667,80,Yelloweye Rockfish,,Chum
410129-R-02005,27,20021181,2002,49,Female,2330,1,20020991,1010,Oregon (S. of 45 Deg 20 Min),43.1667,-124.6667,80,Yelloweye Rockfish,,Chum
410129-R-02005,28,20021176,2002,57,Male,3805,1,20020991,1010,Oregon (S. of 45 Deg 20 Min),43.1667,-124.6667,80,Yelloweye Rockfish,,Chum
410129-R-02005,29,20021185,2002,53,Male,2555,1,20020991,1010,Oregon (S. of 45 Deg 20 Min),43.1667,-124.6667,80,Yelloweye Rockfish,,Chum
410129-R-02005,30,20021409,2002,58,Male,3680,1,20020991,1010,Oregon (S. of 45 Deg 20 Min),43.1667,-124.6667,80,Yelloweye Rockfish,,Chum
410129-R-02005,31,20021152,2002,53,Female,2895,1,20020991,1010,Oregon (S. of 45 Deg 20 Min),43.1667,-124.6667,80,Yelloweye Rockfish,,Chum
410129-R-02005,32,20021147,2002,69,Female,6260,1,20020991,1010,Oregon (S. of 45 Deg 20 Min),43.1667,-124.6667,80,Yelloweye Rockfish,,Chum
410129-R-02005,33,20021177,2002,48,Male,2140,1,20020991,1010,Oregon (S. of 45 Deg 20 Min),43.1667,-124.6667,80,Yelloweye Rockfish,,Chum
410129-R-02005,34,20021182,2002,47,Female,1870,1,20020991,1010,Oregon (S. of 45 Deg 20 Min),43.1667,-124.6667,80,Yelloweye Rockfish,,Chum
410129-R-02005,35,20021184,2002,37,Female,920,0,20020991,1010,Oregon (S. of 45 Deg 20 Min),43.1667,-124.6667,80,Yelloweye Rockfish,,Chum
410129-R-02005,36,20021148,2002,63,Female,5115,1,20020991,1010,Oregon (S. of 45 Deg 20 Min),43.1667,-124.6667,80,Yelloweye Rockfish,,Chum
410129-R-02005,37,20021156,2002,46,Unknown,,0,20020991,1010,Oregon (S. of 45 Deg 20 Min),43.1667,-124.6667,80,Yelloweye Rockfish,,Chum
410129-R-02005,13,20021414,2002,53,Male,3335,1,20020995,1006,Oregon (S. of 45 Deg 20 Min),42.8333,-124.6667,47,Yelloweye Rockfish,,Chum
410129-R-02004,3,20021068,2002,48,Male,2200,1,20021004,1016,Oregon (S. of 45 Deg 20 Min),43.8333,-124.4333,64,Yelloweye Rockfish,,Chum
410129-R-02004,17,20021067,2002,58,Male,3770,1,20021004,1016,Oregon (S. of 45 Deg 20 Min),43.8333,-124.4333,64,Yelloweye Rockfish,,Chum
410129-R-02004,21,20021066,2002,49,Female,2295,1,20021004,1016,Oregon (S. of 45 Deg 20 Min),43.8333,-124.4333,64,Yelloweye Rockfish,,Chum
410129-R-02004,4,20021080,2002,48,Male,1940,1,20021006,1024,Oregon (S. of 45 Deg 20 Min),44.1667,-124.9,69,Yelloweye Rockfish,,Chum
410129-R-02004,18,20021091,2002,57,Male,4315,1,20021006,1024,Oregon (S. of 45 Deg 20 Min),44.1667,-124.9,69,Yelloweye Rockfish,,Chum
410129-R-02004,19,20021069,2002,43,Male,1595,1,20021006,1024,Oregon (S. of 45 Deg 20 Min),44.1667,-124.9,69,Yelloweye Rockfish,,Chum
410129-R-02004,25,20021084,2002,46,Male,2080,1,20021006,1024,Oregon (S. of 45 Deg 20 Min),44.1667,-124.9,69,Yelloweye Rockfish,,Chum
410129-R-02004,30,20021077,2002,50,Female,2115,1,20021006,1024,Oregon (S. of 45 Deg 20 Min),44.1667,-124.9,69,Yelloweye Rockfish,,Chum
410129-R-02004,31,20021087,2002,46,Male,1950,1,20021006,1024,Oregon (S. of 45 Deg 20 Min),44.1667,-124.9,69,Yelloweye Rockfish,,Chum
410129-R-02004,37,20021086,2002,51,Male,2485,1,20021006,1024,Oregon (S. of 45 Deg 20 Min),44.1667,-124.9,69,Yelloweye Rockfish,,Chum
410129-R-02004,40,20021071,2002,45,Male,1815,1,20021006,1024,Oregon (S. of 45 Deg 20 Min),44.1667,-124.9,69,Yelloweye Rockfish,,Chum
410129-R-02004,42,20021078,2002,43,Female,1440,1,20021006,1024,Oregon (S. of 45 Deg 20 Min),44.1667,-124.9,69,Yelloweye Rockfish,,Chum
410129-R-02004,48,20021076,2002,57,Female,3790,1,20021006,1024,Oregon (S. of 45 Deg 20 Min),44.1667,-124.9,69,Yelloweye Rockfish,,Chum
410129-R-02004,51,20021090,2002,48,Male,2335,1,20021006,1024,Oregon (S. of 45 Deg 20 Min),44.1667,-124.9,69,Yelloweye Rockfish,,Chum
410129-R-02004,53,20021085,2002,43,Male,1570,0,20021006,1024,Oregon (S. of 45 Deg 20 Min),44.1667,-124.9,69,Yelloweye Rockfish,,Chum
410129-R-02004,54,20021082,2002,47,Male,1945,1,20021006,1024,Oregon (S. of 45 Deg 20 Min),44.1667,-124.9,69,Yelloweye Rockfish,,Chum
410129-R-02004,56,20021092,2002,47,Female,2115,1,20021006,1024,Oregon (S. of 45 Deg 20 Min),44.1667,-124.9,69,Yelloweye Rockfish,,Chum
410129-R-02004,59,20021079,2002,50,Male,2500,1,20021006,1024,Oregon (S. of 45 Deg 20 Min),44.1667,-124.9,69,Yelloweye Rockfish,,Chum
410129-R-02004,60,20021074,2002,51,Male,2925,1,20021006,1024,Oregon (S. of 45 Deg 20 Min),44.1667,-124.9,69,Yelloweye Rockfish,,Chum
410129-R-02004,61,20021088,2002,47,Female,2150,1,20021006,1024,Oregon (S. of 45 Deg 20 Min),44.1667,-124.9,69,Yelloweye Rockfish,,Chum
410129-R-02004,63,20021070,2002,48,Male,1905,1,20021006,1024,Oregon (S. of 45 Deg 20 Min),44.1667,-124.9,69,Yelloweye Rockfish,,Chum
410129-R-02004,64,20021089,2002,54,Female,2945,1,20021006,1024,Oregon (S. of 45 Deg 20 Min),44.1667,-124.9,69,Yelloweye Rockfish,,Chum
410129-R-02004,68,20021081,2002,54,Male,3165,1,20021006,1024,Oregon (S. of 45 Deg 20 Min),44.1667,-124.9,69,Yelloweye Rockfish,,Chum
410129-R-02004,69,20021073,2002,56,Male,3530,1,20021006,1024,Oregon (S. of 45 Deg 20 Min),44.1667,-124.9,69,Yelloweye Rockfish,,Chum
410129-R-02004,72,20021072,2002,46,Female,1830,1,20021006,1024,Oregon (S. of 45 Deg 20 Min),44.1667,-124.9,69,Yelloweye Rockfish,,Chum
410129-R-02004,73,20021075,2002,49,Female,2110,1,20021006,1024,Oregon (S. of 45 Deg 20 Min),44.1667,-124.9,69,Yelloweye Rockfish,,Chum
410129-R-02004,74,20021083,2002,44,Male,1570,0,20021006,1024,Oregon (S. of 45 Deg 20 Min),44.1667,-124.9,69,Yelloweye Rockfish,,Chum
410129-R-02004,1,20021131,2002,46,Female,1950,1,20021007,1020,Oregon (S. of 45 Deg 20 Min),44,-124.9,48,Yelloweye Rockfish,,Chum
410129-R-02004,2,20021140,2002,57,Male,3575,1,20021007,1020,Oregon (S. of 45 Deg 20 Min),44,-124.9,48,Yelloweye Rockfish,,Chum
410129-R-02004,5,20021124,2002,58,Male,3905,1,20021007,1020,Oregon (S. of 45 Deg 20 Min),44,-124.9,48,Yelloweye Rockfish,,Chum
410129-R-02004,6,20021099,2002,46,Male,1705,0,20021007,1020,Oregon (S. of 45 Deg 20 Min),44,-124.9,48,Yelloweye Rockfish,,Chum
410129-R-02004,7,20021122,2002,45,Male,1680,1,20021007,1020,Oregon (S. of 45 Deg 20 Min),44,-124.9,48,Yelloweye Rockfish,,Chum
410129-R-02004,8,20021134,2002,46,Male,2040,1,20021007,1020,Oregon (S. of 45 Deg 20 Min),44,-124.9,48,Yelloweye Rockfish,,Chum
410129-R-02004,9,20021136,2002,59,Male,4160,1,20021007,1020,Oregon (S. of 45 Deg 20 Min),44,-124.9,48,Yelloweye Rockfish,,Chum
410129-R-02004,10,20021121,2002,45,Male,1770,1,20021007,1020,Oregon (S. of 45 Deg 20 Min),44,-124.9,48,Yelloweye Rockfish,,Chum
410129-R-02004,11,20021117,2002,56,Female,3680,1,20021007,1020,Oregon (S. of 45 Deg 20 Min),44,-124.9,48,Yelloweye Rockfish,,Chum
410129-R-02004,12,20021093,2002,45,Male,1675,1,20021007,1020,Oregon (S. of 45 Deg 20 Min),44,-124.9,48,Yelloweye Rockfish,,Chum
410129-R-02004,13,20021125,2002,49,Male,2380,1,20021007,1020,Oregon (S. of 45 Deg 20 Min),44,-124.9,48,Yelloweye Rockfish,,Chum
410129-R-02004,14,20021137,2002,55,Female,2875,1,20021007,1020,Oregon (S. of 45 Deg 20 Min),44,-124.9,48,Yelloweye Rockfish,,Chum
410129-R-02004,15,20021123,2002,52,Male,2485,1,20021007,1020,Oregon (S. of 45 Deg 20 Min),44,-124.9,48,Yelloweye Rockfish,,Chum
410129-R-02004,16,20021110,2002,50,Female,2410,1,20021007,1020,Oregon (S. of 45 Deg 20 Min),44,-124.9,48,Yelloweye Rockfish,,Chum
410129-R-02004,20,20021128,2002,48,Male,2265,1,20021007,1020,Oregon (S. of 45 Deg 20 Min),44,-124.9,48,Yelloweye Rockfish,,Chum
410129-R-02004,22,20021109,2002,51,Male,2525,1,20021007,1020,Oregon (S. of 45 Deg 20 Min),44,-124.9,48,Yelloweye Rockfish,,Chum
410129-R-02004,23,20021115,2002,58,Female,3670,1,20021007,1020,Oregon (S. of 45 Deg 20 Min),44,-124.9,48,Yelloweye Rockfish,,Chum
410129-R-02004,24,20021114,2002,46,Female,1880,1,20021007,1020,Oregon (S. of 45 Deg 20 Min),44,-124.9,48,Yelloweye Rockfish,,Chum
410129-R-02004,26,20021107,2002,50,Male,2590,1,20021007,1020,Oregon (S. of 45 Deg 20 Min),44,-124.9,48,Yelloweye Rockfish,,Chum
410129-R-02004,27,20021112,2002,54,Male,3110,1,20021007,1020,Oregon (S. of 45 Deg 20 Min),44,-124.9,48,Yelloweye Rockfish,,Chum
410129-R-02004,28,20021135,2002,58,Female,3980,1,20021007,1020,Oregon (S. of 45 Deg 20 Min),44,-124.9,48,Yelloweye Rockfish,,Chum
410129-R-02004,29,20021108,2002,42,Male,1645,1,20021007,1020,Oregon (S. of 45 Deg 20 Min),44,-124.9,48,Yelloweye Rockfish,,Chum
410129-R-02004,32,20021133,2002,48,Male,2215,1,20021007,1020,Oregon (S. of 45 Deg 20 Min),44,-124.9,48,Yelloweye Rockfish,,Chum
410129-R-02004,33,20021095,2002,50,Female,2285,1,20021007,1020,Oregon (S. of 45 Deg 20 Min),44,-124.9,48,Yelloweye Rockfish,,Chum
410129-R-02004,34,20021097,2002,46,Male,1745,1,20021007,1020,Oregon (S. of 45 Deg 20 Min),44,-124.9,48,Yelloweye Rockfish,,Chum
410129-R-02004,35,20021105,2002,49,Female,2405,1,20021007,1020,Oregon (S. of 45 Deg 20 Min),44,-124.9,48,Yelloweye Rockfish,,Chum
410129-R-02004,36,20021098,2002,59,Male,4050,1,20021007,1020,Oregon (S. of 45 Deg 20 Min),44,-124.9,48,Yelloweye Rockfish,,Chum
410129-R-02004,38,20021094,2002,59,Male,4480,1,20021007,1020,Oregon (S. of 45 Deg 20 Min),44,-124.9,48,Yelloweye Rockfish,,Chum
410129-R-02004,39,20021106,2002,52,Female,3080,1,20021007,1020,Oregon (S. of 45 Deg 20 Min),44,-124.9,48,Yelloweye Rockfish,,Chum
410129-R-02004,41,20021143,2002,51,Female,2560,1,20021007,1020,Oregon (S. of 45 Deg 20 Min),44,-124.9,48,Yelloweye Rockfish,,Chum
410129-R-02004,43,20021120,2002,47,Male,1830,1,20021007,1020,Oregon (S. of 45 Deg 20 Min),44,-124.9,48,Yelloweye Rockfish,,Chum
410129-R-02004,44,20021142,2002,61,Male,4205,1,20021007,1020,Oregon (S. of 45 Deg 20 Min),44,-124.9,48,Yelloweye Rockfish,,Chum
410129-R-02004,45,20021129,2002,43,Male,1690,1,20021007,1020,Oregon (S. of 45 Deg 20 Min),44,-124.9,48,Yelloweye Rockfish,,Chum
410129-R-02004,46,20021111,2002,58,Male,4300,1,20021007,1020,Oregon (S. of 45 Deg 20 Min),44,-124.9,48,Yelloweye Rockfish,,Chum
410129-R-02004,47,20021138,2002,53,Male,2835,1,20021007,1020,Oregon (S. of 45 Deg 20 Min),44,-124.9,48,Yelloweye Rockfish,,Chum
410129-R-02004,49,20021102,2002,50,Male,2575,1,20021007,1020,Oregon (S. of 45 Deg 20 Min),44,-124.9,48,Yelloweye Rockfish,,Chum
410129-R-02004,50,20021103,2002,61,Male,4305,1,20021007,1020,Oregon (S. of 45 Deg 20 Min),44,-124.9,48,Yelloweye Rockfish,,Chum
410129-R-02004,52,20021127,2002,44,Male,1730,1,20021007,1020,Oregon (S. of 45 Deg 20 Min),44,-124.9,48,Yelloweye Rockfish,,Chum
410129-R-02004,55,20021141,2002,52,Male,2780,1,20021007,1020,Oregon (S. of 45 Deg 20 Min),44,-124.9,48,Yelloweye Rockfish,,Chum
410129-R-02004,57,20021126,2002,55,Male,3300,1,20021007,1020,Oregon (S. of 45 Deg 20 Min),44,-124.9,48,Yelloweye Rockfish,,Chum
410129-R-02004,58,20021119,2002,57,Female,3885,1,20021007,1020,Oregon (S. of 45 Deg 20 Min),44,-124.9,48,Yelloweye Rockfish,,Chum
410129-R-02004,62,20021116,2002,50,Female,2200,1,20021007,1020,Oregon (S. of 45 Deg 20 Min),44,-124.9,48,Yelloweye Rockfish,,Chum
410129-R-02004,65,20021100,2002,51,Female,2815,1,20021007,1020,Oregon (S. of 45 Deg 20 Min),44,-124.9,48,Yelloweye Rockfish,,Chum
410129-R-02004,66,20021118,2002,49,Female,2075,1,20021007,1020,Oregon (S. of 45 Deg 20 Min),44,-124.9,48,Yelloweye Rockfish,,Chum
410129-R-02004,67,20021113,2002,50,Female,2195,1,20021007,1020,Oregon (S. of 45 Deg 20 Min),44,-124.9,48,Yelloweye Rockfish,,Chum
410129-R-02004,70,20021096,2002,60,Female,4270,1,20021007,1020,Oregon (S. of 45 Deg 20 Min),44,-124.9,48,Yelloweye Rockfish,,Chum
410129-R-02004,71,20021139,2002,55,Female,3375,1,20021007,1020,Oregon (S. of 45 Deg 20 Min),44,-124.9,48,Yelloweye Rockfish,,Chum
410129-R-02004,75,20021132,2002,43,Unknown,1450,0,20021007,1020,Oregon (S. of 45 Deg 20 Min),44,-124.9,48,Yelloweye Rockfish,,Chum
410129-R-02004,76,20021130,2002,43,Female,1535,1,20021007,1020,Oregon (S. of 45 Deg 20 Min),44,-124.9,48,Yelloweye Rockfish,,Chum
410129-R-03001,57,20031513,2003,58,Male,4449,1,20030780,1081,Washington (incl. NW Oregon waters),48.1667,-125.1333,92,Yelloweye Rockfish,,Chum
410129-R-03001,58,20031511,2003,70,Male,6810,1,20030780,1081,Washington (incl. NW Oregon waters),48.1667,-125.1333,92,Yelloweye Rockfish,,Chum
410129-R-03001,59,20031418,2003,61,Male,6129,1,20030780,1081,Washington (incl. NW Oregon waters),48.1667,-125.1333,92,Yelloweye Rockfish,,Chum
410129-R-03001,60,20031960,2003,58,Male,3677,0,20030780,1081,Washington (incl. NW Oregon waters),48.1667,-125.1333,92,Yelloweye Rockfish,,Chum
410129-R-03001,62,20031419,2003,59,Male,4631,1,20030780,1081,Washington (incl. NW Oregon waters),48.1667,-125.1333,92,Yelloweye Rockfish,,Chum
410129-R-03001,63,20031986,2003,65,Female,5993,1,20030780,1081,Washington (incl. NW Oregon waters),48.1667,-125.1333,92,Yelloweye Rockfish,,Chum
410129-R-03001,64,20031422,2003,47,Female,1771,1,20030780,1081,Washington (incl. NW Oregon waters),48.1667,-125.1333,92,Yelloweye Rockfish,,Chum
410129-R-03001,65,20031507,2003,62,Male,4404,1,20030780,1081,Washington (incl. NW Oregon waters),48.1667,-125.1333,92,Yelloweye Rockfish,1507 on decksheet,Chum
410129-R-03001,66,20031417,2003,57,Female,3496,1,20030780,1081,Washington (incl. NW Oregon waters),48.1667,-125.1333,92,Yelloweye Rockfish,,Chum
410129-R-03001,68,20031990,2003,38,Unknown,1044,0,20030780,1081,Washington (incl. NW Oregon waters),48.1667,-125.1333,92,Yelloweye Rockfish,,Chum
410129-R-03001,71,20031958,2003,46,Female,1771,1,20030780,1081,Washington (incl. NW Oregon waters),48.1667,-125.1333,92,Yelloweye Rockfish,,Chum
410129-R-03001,73,20031424,2003,51,Female,2406,1,20030780,1081,Washington (incl. NW Oregon waters),48.1667,-125.1333,92,Yelloweye Rockfish,,Chum
410129-R-03001,83,20031509,2003,62,Male,4676,1,20030780,1081,Washington (incl. NW Oregon waters),48.1667,-125.1333,92,Yelloweye Rockfish,,Chum
410129-R-03001,86,20031510,2003,64,Male,5312,1,20030780,1081,Washington (incl. NW Oregon waters),48.1667,-125.1333,92,Yelloweye Rockfish,,Chum
410129-R-03001,99,20031524,2003,47,Male,1680,0,20030780,1081,Washington (incl. NW Oregon waters),48.1667,-125.1333,92,Yelloweye Rockfish,,Chum
410129-R-03001,11,20031654,2003,64,Female,5357,1,20030781,1084,Washington (incl. NW Oregon waters),48.3333,-125.3833,66,Yelloweye Rockfish,,Chum
410129-R-03001,13,20031994,2003,64,Female,5493,1,20030781,1084,Washington (incl. NW Oregon waters),48.3333,-125.3833,66,Yelloweye Rockfish,,Chum
410129-R-03001,26,20031652,2003,65,Female,5448,1,20030781,1084,Washington (incl. NW Oregon waters),48.3333,-125.3833,66,Yelloweye Rockfish,,Chum
410129-R-03001,45,20031995,2003,58,Male,3768,1,20030781,1084,Washington (incl. NW Oregon waters),48.3333,-125.3833,66,Yelloweye Rockfish,,Chum
410129-R-03001,49,20031999,2003,53,Male,3087,1,20030781,1084,Washington (incl. NW Oregon waters),48.3333,-125.3833,66,Yelloweye Rockfish,,Chum
410129-R-03001,67,20031651,2003,49,Female,2179,1,20030781,1084,Washington (incl. NW Oregon waters),48.3333,-125.3833,66,Yelloweye Rockfish,,Chum
410129-R-03001,69,20031653,2003,65,Male,5357,1,20030781,1084,Washington (incl. NW Oregon waters),48.3333,-125.3833,66,Yelloweye Rockfish,,Chum
410129-R-03001,74,20031998,2003,71,Female,6401,1,20030781,1084,Washington (incl. NW Oregon waters),48.3333,-125.3833,66,Yelloweye Rockfish,,Chum
410129-R-03001,79,20031993,2003,60,Female,4404,1,20030781,1084,Washington (incl. NW Oregon waters),48.3333,-125.3833,66,Yelloweye Rockfish,,Chum
410129-R-03001,81,20031997,2003,53,Male,3178,1,20030781,1084,Washington (incl. NW Oregon waters),48.3333,-125.3833,66,Yelloweye Rockfish,,Chum
410129-R-03001,84,20031996,2003,63,Female,5630,1,20030781,1084,Washington (incl. NW Oregon waters),48.3333,-125.3833,66,Yelloweye Rockfish,,Chum
410129-R-03001,90,20032000,2003,60,Female,4358,1,20030781,1084,Washington (incl. NW Oregon waters),48.3333,-125.3833,66,Yelloweye Rockfish,,Chum
410129-R-03001,8,20031945,2003,39,Male,1135,0,20030782,1082,Washington (incl. NW Oregon waters),48.1667,-125.3833,61,Yelloweye Rockfish,,Chum
410129-R-03001,9,20031664,2003,56,Male,3269,1,20030782,1082,Washington (incl. NW Oregon waters),48.1667,-125.3833,61,Yelloweye Rockfish,,Chum
