RecFIN Year,RecFIN Month,RecFIN Week,Agency,District Name,RecFIN Mode Name,RecFIN Water_Area Name,RecFIN Subregion Name,RecFIN Trip Type Name,Species Name,Retained (# fish),Retained (mt),Released Alive (# fish),Released Alive (mt),Released Dead (# fish),Released Dead (mt),Total Mortality (# fish),Total Mortality (mt)
2021,4,-,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,7.08,0.012,2.54,0.004,2.46,0.004,9.54,0.017
2021,5,19,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,3.46,0.006,1.615,0.003,0.455,0.001,3.915,0.007
2021,5,20,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,7.07,0.013,0,0,26.12,0.048,33.19,0.061
2021,5,20,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,0,0,0,0,1,0.002,1,0.002
2021,5,21,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,0,0,3.235,0.006,7.735,0.014,7.735,0.014
2021,5,21,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,1,0.002,0,0,1,0.002,2,0.004
2021,5,22,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,0,0,0,0,38.09,0.07,38.09,0.07
2021,5,22,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,0,0,0,0,1,0.002,1,0.002
2021,5,-,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,0,0,36.259,0.066,19.681,0.036,19.681,0.036
2021,5,-,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,2.76,0.005,0,0,0,0,2.76,0.005
2021,6,25,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,0,0,0,0,13.04,0.024,13.04,0.024
2021,6,25,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Salmon,Yelloweye Rockfish,0,0,0,0,8.69,0.016,8.69,0.016
2021,6,26,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Salmon,Yelloweye Rockfish,0,0,3.44,0.006,4.73,0.009,4.73,0.009
2021,6,26,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,3.76,0.007,0,0,3.76,0.007,7.52,0.014
2021,6,-,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,0,0,8.74,0.016,4.51,0.008,4.51,0.008
2021,7,29,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Salmon,Yelloweye Rockfish,0,0,1.864,0.004,0.526,0.001,0.526,0.001
2021,7,30,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Salmon,Yelloweye Rockfish,1.25,0.003,0,0,0,0,1.25,0.003
2021,7,30,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Salmon,Yelloweye Rockfish,0,0,5.704,0.012,3.647,0.008,3.647,0.008
2021,7,31,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Salmon,Yelloweye Rockfish,1,0.002,3.334,0.007,1.666,0.003,2.666,0.006
2021,7,-,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,0,0,2.44,0.005,1.56,0.003,1.56,0.003
2021,7,-,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,0,0,1.22,0.003,0.78,0.002,0.78,0.002
2021,8,32,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Salmon,Yelloweye Rockfish,0,0,3.803,0.009,8.827,0.022,8.827,0.022
2021,8,32,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Salmon,Yelloweye Rockfish,0,0,0,0,8.67,0.021,8.67,0.021
2021,8,33,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Salmon,Yelloweye Rockfish,0,0,2.922,0.007,3.008,0.007,3.008,0.007
2021,8,33,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Salmon,Yelloweye Rockfish,1,0.002,0,0,0,0,1,0.002
2021,8,34,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,0,0,0,0,6,0.015,6,0.015
2021,8,34,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Salmon,Yelloweye Rockfish,6,0.015,0,0,0,0,6,0.015
2021,8,34,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,0,0,7.04,0.017,43.84,0.109,43.84,0.109
2021,8,34,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Salmon,Yelloweye Rockfish,1,0.002,2.818,0.007,1.802,0.004,2.802,0.007
2021,8,35,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,0,0,0,0,2,0.005,2,0.005
2021,8,35,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,6.67,0.017,10.076,0.025,48.324,0.12,54.994,0.136
2021,8,35,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Salmon,Yelloweye Rockfish,0,0,6.486,0.016,14.664,0.036,14.664,0.036
2021,8,-,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,4.22,0.01,20.004,0.05,27.346,0.068,31.566,0.078
2021,9,36,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,0,0,0,0,10,0.025,10,0.025
2021,9,36,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,4.28,0.011,2.448,0.006,24.582,0.061,28.862,0.072
2021,9,36,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Salmon,Yelloweye Rockfish,0,0,12.012,0.03,34.928,0.087,34.928,0.087
2021,9,37,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,0,0,0,0,1,0.002,1,0.002
2021,9,37,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,0,0,0.61,0.002,31.8,0.079,31.8,0.079
2021,9,37,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Salmon,Yelloweye Rockfish,0,0,2.168,0.005,0.612,0.002,0.612,0.002
2021,9,39,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,0,0,5.833,0.015,11.457,0.029,11.457,0.029
2021,9,-,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,1.06,0.003,0,0,0,0,1.06,0.003
2021,9,-,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,4.38,0.011,19.552,0.049,13.138,0.033,17.518,0.044
2021,4,-,W,Wa Southern Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,0,0,0.695,0.001,5.565,0.01,5.565,0.01
2021,4,-,W,Wa Southern Coast,Private/Rental Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,1.58,0.003,3.52,0.006,4.48,0.008,6.06,0.01
2021,5,19,W,Wa Southern Coast,Private/Rental Boats,Ocean,Southern Washington,Halibut,Yelloweye Rockfish,0,0,0,0,11.2,0.02,11.2,0.02
2021,5,20,W,Wa Southern Coast,Private/Rental Boats,Ocean,Southern Washington,Halibut,Yelloweye Rockfish,0,0,0.78,0.001,0.22,0,0.22,0
2021,5,20,W,Wa Southern Coast,Party/Charter Boats,Ocean,Southern Washington,Halibut,Yelloweye Rockfish,0,0,0,0,1,0.002,1,0.002
2021,5,21,W,Wa Southern Coast,Party/Charter Boats,Ocean,Southern Washington,Halibut,Yelloweye Rockfish,0,0,0,0,3,0.005,3,0.005
2021,5,21,W,Wa Southern Coast,Private/Rental Boats,Ocean,Southern Washington,Halibut,Yelloweye Rockfish,0,0,0,0,2.49,0.005,2.49,0.005
2021,5,-,W,Wa Southern Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,0,0,3.96,0.007,28.54,0.052,28.54,0.052
2021,5,-,W,Wa Southern Coast,Private/Rental Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,0,0,14.12,0.026,17.84,0.033,17.84,0.033
2021,6,23,W,Wa Southern Coast,Private/Rental Boats,Ocean,Southern Washington,Halibut,Yelloweye Rockfish,0,0,0,0,2.15,0.004,2.15,0.004
2021,6,24,W,Wa Southern Coast,Private/Rental Boats,Ocean,Southern Washington,Halibut,Yelloweye Rockfish,0,0,0,0,1,0.002,1,0.002
2021,6,24,W,Wa Southern Coast,Party/Charter Boats,Ocean,Southern Washington,Halibut,Yelloweye Rockfish,0,0,0,0,2,0.004,2,0.004
2021,6,26,W,Wa Southern Coast,Private/Rental Boats,Ocean,Southern Washington,Halibut,Yelloweye Rockfish,0,0,0,0,5.08,0.009,5.08,0.009
2021,6,26,W,Wa Southern Coast,Party/Charter Boats,Ocean,Southern Washington,Halibut,Yelloweye Rockfish,0,0,0,0,3,0.006,3,0.006
2021,6,-,W,Wa Southern Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,0,0,1.22,0.002,7.24,0.013,7.24,0.013
2021,6,-,W,Wa Southern Coast,Private/Rental Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,0,0,2.41,0.004,1.82,0.003,1.82,0.003
2021,7,31,W,Wa Southern Coast,Private/Rental Boats,Ocean,Southern Washington,Salmon,Yelloweye Rockfish,0,0,3.52,0.007,4.48,0.009,4.48,0.009
2021,7,-,W,Wa Southern Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,0,0,0,0,15.09,0.031,15.09,0.031
2021,7,-,W,Wa Southern Coast,Private/Rental Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,0,0,16.766,0.035,17.715,0.037,17.715,0.037
2021,8,-,W,Wa Southern Coast,Private/Rental Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,0,0,3.96,0.01,5.04,0.012,5.04,0.012
2021,8,-,W,Wa Southern Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,0,0,0,0,5.02,0.012,5.02,0.012
2021,9,-,W,Wa Southern Coast,Private/Rental Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,0,0,8.393,0.021,19.027,0.047,19.027,0.047
2021,9,-,W,Wa Southern Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,0,0,0,0,7.49,0.019,7.49,0.019
2021,10,-,W,Wa Southern Coast,Private/Rental Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,0,0,0,0,3.8,0.009,3.8,0.009
2022,3,-,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,11.68,0.03,8.696,0.022,8.904,0.023,20.584,0.052
2022,4,-,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,7.62,0.02,5.388,0.014,9.462,0.025,17.082,0.045
2022,4,-,W,Wa Central Coast,Private/Rental Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,1.5,0.004,0,0,6.3,0.017,7.8,0.02
2022,5,19,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Halibut,Yelloweye Rockfish,0,0,0,0,12,0.033,12,0.033
2022,5,19,W,Wa Central Coast,Private/Rental Boats,Ocean,Southern Washington,Halibut,Yelloweye Rockfish,0,0,0,0,3.45,0.009,3.45,0.009
2022,5,20,W,Wa Central Coast,Private/Rental Boats,Ocean,Southern Washington,Halibut,Yelloweye Rockfish,0,0,0,0,1,0.003,1,0.003
2022,5,21,W,Wa Central Coast,Private/Rental Boats,Ocean,Southern Washington,Halibut,Yelloweye Rockfish,0,0,0,0,37.42,0.102,37.42,0.102
2022,5,21,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Halibut,Yelloweye Rockfish,3.09,0.008,0.88,0.002,5.3,0.014,8.39,0.023
2022,5,22,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Halibut,Yelloweye Rockfish,2.1,0.006,0,0,2.1,0.006,4.2,0.011
2022,5,22,W,Wa Central Coast,Private/Rental Boats,Ocean,Southern Washington,Halibut,Yelloweye Rockfish,0,0,0,0,5.16,0.014,5.16,0.014
2022,5,-,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,4,0.011,5.89,0.016,10.96,0.03,14.96,0.041
2022,5,-,W,Wa Central Coast,Private/Rental Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,0,0,8.612,0.023,7.488,0.02,7.488,0.02
2022,6,25,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Halibut,Yelloweye Rockfish,11.46,0.029,0,0,13.24,0.034,24.7,0.063
2022,6,25,W,Wa Central Coast,Private/Rental Boats,Ocean,Southern Washington,Halibut,Yelloweye Rockfish,0,0,0,0,22.09,0.056,22.09,0.056
2022,6,26,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Halibut,Yelloweye Rockfish,0,0,0,0,6.67,0.017,6.67,0.017
2022,6,26,W,Wa Central Coast,Private/Rental Boats,Ocean,Southern Washington,Halibut,Yelloweye Rockfish,0,0,0,0,16,0.041,16,0.041
2022,6,27,W,Wa Central Coast,Private/Rental Boats,Ocean,Southern Washington,Halibut,Yelloweye Rockfish,0,0,0,0,7.89,0.02,7.89,0.02
2022,6,27,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Halibut,Yelloweye Rockfish,0,0,1.32,0.003,1.68,0.004,1.68,0.004
2022,6,-,W,Wa Central Coast,Private/Rental Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,4.34,0.011,2.64,0.007,12.97,0.033,17.31,0.044
2022,6,-,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,6.5,0.016,6.836,0.017,50.324,0.127,56.824,0.144
2022,7,31,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Salmon,Yelloweye Rockfish,0,0,0,0,1.58,0.004,1.58,0.004
2022,7,31,W,Wa Central Coast,Private/Rental Boats,Ocean,Southern Washington,Salmon,Yelloweye Rockfish,1.69,0.004,0,0,1.66,0.004,3.35,0.008
2022,7,-,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,2.11,0.005,3.52,0.009,10.25,0.025,12.36,0.031
2022,7,-,W,Wa Central Coast,Private/Rental Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,0,0,5.983,0.015,1.687,0.004,1.687,0.004
2022,8,32,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Salmon,Yelloweye Rockfish,0,0,0,0,5.45,0.014,5.45,0.014
2022,8,33,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Salmon,Yelloweye Rockfish,1.43,0.004,0,0,2,0.005,3.43,0.009
2022,8,34,W,Wa Central Coast,Private/Rental Boats,Ocean,Southern Washington,Halibut,Yelloweye Rockfish,0,0,0,0,3.56,0.009,3.56,0.009
2022,8,34,W,Wa Central Coast,Private/Rental Boats,Ocean,Southern Washington,Salmon,Yelloweye Rockfish,0,0,0,0,3.56,0.009,3.56,0.009
2022,8,35,W,Wa Central Coast,Private/Rental Boats,Ocean,Southern Washington,Salmon,Yelloweye Rockfish,0,0,0,0,4.65,0.012,4.65,0.012
2022,8,-,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,0,0,1.32,0.003,4.66,0.012,4.66,0.012
2022,9,36,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Halibut,Yelloweye Rockfish,0,0,0,0,2.27,0.006,2.27,0.006
2022,9,36,W,Wa Central Coast,Private/Rental Boats,Ocean,Southern Washington,Salmon,Yelloweye Rockfish,0,0,0,0,10.45,0.026,10.45,0.026
2022,9,39,W,Wa Central Coast,Private/Rental Boats,Ocean,Southern Washington,Halibut,Yelloweye Rockfish,0,0,0,0,9.27,0.023,9.27,0.023
2022,9,-,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,0,0,0,0,61.69,0.152,61.69,0.152
2022,10,-,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,0,0,2.64,0.007,6.22,0.015,6.22,0.015
2022,3,-,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,6.4,0.016,13.65,0.035,3.85,0.01,10.25,0.026
2022,4,-,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,1.91,0.005,5.015,0.013,5.235,0.014,7.145,0.019
2022,4,-,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,6.7,0.018,8.78,0.023,18.51,0.049,25.21,0.066
2022,5,20,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,0,0,0.61,0.002,3.93,0.011,3.93,0.011
2022,5,21,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,0,0,0,0,2,0.005,2,0.005
2022,5,21,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,1.55,0.004,20.001,0.054,50.969,0.138,52.519,0.143
2022,5,-,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,4,0.011,52.765,0.143,45.885,0.125,49.885,0.136
2022,5,-,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,0,0,8.06,0.022,9.21,0.025,9.21,0.025
2022,6,23,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,6,0.015,12.766,0.032,47.854,0.121,53.854,0.136
2022,6,24,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,0,0,0,0,3,0.008,3,0.008
2022,6,24,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,4.97,0.013,22.566,0.057,19.624,0.05,24.594,0.062
2022,6,25,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,7.59,0.019,3.112,0.008,66.968,0.17,74.558,0.189
2022,6,25,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,4,0.01,0,0,16,0.041,20,0.051
2022,6,25,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Salmon,Yelloweye Rockfish,0,0,3.959,0.01,4.921,0.012,4.921,0.012
2022,6,26,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,0,0,0,0,5.87,0.015,5.87,0.015
2022,6,26,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Salmon,Yelloweye Rockfish,0,0,17.374,0.044,51.276,0.13,51.276,0.13
2022,6,-,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,0,0,2.551,0.006,0.719,0.002,0.719,0.002
2022,6,-,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,8.47,0.021,21.858,0.055,37.082,0.094,45.552,0.115
2022,7,27,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,3,0.007,0,0,1,0.002,4,0.01
2022,7,27,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,0,0,0,0,1.04,0.003,1.04,0.003
2022,7,27,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Salmon,Yelloweye Rockfish,0,0,7.909,0.02,3.271,0.008,3.271,0.008
2022,7,28,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Salmon,Yelloweye Rockfish,0,0,0.61,0.002,0.39,0.001,0.39,0.001
2022,7,28,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Salmon,Yelloweye Rockfish,0,0,6.84,0.017,2.62,0.006,2.62,0.006
2022,7,29,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Salmon,Yelloweye Rockfish,0,0,2.456,0.006,1.564,0.004,1.564,0.004
2022,7,31,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Salmon,Yelloweye Rockfish,0,0,1.303,0.003,0.367,0.001,0.367,0.001
2022,7,-,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,0,0,0.665,0.002,0.425,0.001,0.425,0.001
2022,7,-,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,0,0,17.426,0.043,8.284,0.02,8.284,0.02
2022,8,32,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Salmon,Yelloweye Rockfish,0,0,10.573,0.026,11.097,0.028,11.097,0.028
2022,8,32,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Salmon,Yelloweye Rockfish,0,0,0,0,2,0.005,2,0.005
2022,8,33,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,2.32,0.006,0,0,9.26,0.023,11.58,0.029
2022,8,33,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Salmon,Yelloweye Rockfish,9.48,0.024,2.013,0.005,34.557,0.086,44.037,0.109
2022,8,34,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Salmon,Yelloweye Rockfish,0,0,15.282,0.038,13.178,0.033,13.178,0.033
2022,8,34,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Salmon,Yelloweye Rockfish,0,0,0,0,1.67,0.004,1.67,0.004
2022,8,35,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Salmon,Yelloweye Rockfish,0,0,3.016,0.007,1.324,0.003,1.324,0.003
2022,8,3435,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,0,0,0,0,7,0.017,7,0.017
2022,8,3435,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,14.71,0.037,5.434,0.014,6.126,0.015,20.836,0.052
2022,8,3435,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Salmon,Yelloweye Rockfish,1.27,0.003,8.816,0.022,12.094,0.03,13.364,0.033
2022,8,-,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,4.68,0.012,55.079,0.137,40.261,0.1,44.941,0.112
2022,8,-,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,0,0,0,0,1,0.002,1,0.002
2022,9,36,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,2.63,0.006,1.591,0.004,16.189,0.04,18.819,0.046
2022,9,36,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Salmon,Yelloweye Rockfish,1.16,0.003,5.218,0.013,3.602,0.009,4.762,0.012
2022,9,36,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Salmon,Yelloweye Rockfish,0,0,0,0,1.67,0.004,1.67,0.004
2022,9,37,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,0,0,1.175,0.003,1.495,0.004,1.495,0.004
2022,9,37,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,0,0,1.263,0.003,0.807,0.002,0.807,0.002
2022,9,37,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Salmon,Yelloweye Rockfish,0,0,1.76,0.004,4.31,0.011,4.31,0.011
2022,9,38,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,0,0,5.128,0.013,12.822,0.032,12.822,0.032
2022,9,38,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Salmon,Yelloweye Rockfish,0,0,0,0,1.67,0.004,1.67,0.004
2022,9,38,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Salmon,Yelloweye Rockfish,4.36,0.011,26.058,0.064,24.622,0.061,28.982,0.071
2022,9,39,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Salmon,Yelloweye Rockfish,0,0,1.525,0.004,3.475,0.009,3.475,0.009
2022,9,39,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,0,0,0,0,5.05,0.012,5.05,0.012
2022,9,40,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Salmon,Yelloweye Rockfish,0,0,4.4,0.011,5.6,0.014,5.6,0.014
2022,9,-,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,0,0,5.004,0.012,3.756,0.009,3.756,0.009
2022,9,-,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,0,0,13.134,0.032,10.906,0.027,10.906,0.027
2022,10,41,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Salmon,Yelloweye Rockfish,0,0,2.878,0.007,1.792,0.004,1.792,0.004
2022,10,-,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,0,0,1.525,0.004,5.975,0.015,5.975,0.015
2022,10,-,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,0,0,3.643,0.009,1.027,0.003,1.027,0.003
2022,4,-,W,Wa Southern Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,0,0,0,0,5,0.013,5,0.013
2022,5,21,W,Wa Southern Coast,Private/Rental Boats,Ocean,Southern Washington,Halibut,Yelloweye Rockfish,1.2,0.003,0,0,7.18,0.02,8.38,0.023
2022,5,21,W,Wa Southern Coast,Party/Charter Boats,Ocean,Southern Washington,Halibut,Yelloweye Rockfish,0,0,0,0,3,0.008,3,0.008
2022,5,22,W,Wa Southern Coast,Party/Charter Boats,Ocean,Southern Washington,Halibut,Yelloweye Rockfish,0,0,0,0,2,0.005,2,0.005
2022,5,22,W,Wa Southern Coast,Private/Rental Boats,Ocean,Southern Washington,Halibut,Yelloweye Rockfish,0,0,0,0,5.79,0.016,5.79,0.016
