RecFIN Year,RecFIN Month,RecFIN Week,Agency,District Name,RecFIN Mode Name,RecFIN Water_Area Name,RecFIN Subregion Name,RecFIN Trip Type Name,Species Name,Retained (# fish),Retained (mt),Released Alive (# fish),Released Alive (mt),Released Dead (# fish),Released Dead (mt),Total Mortality (# fish),Total Mortality (mt)
1992,8,32,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,2,0.005,-,-,-,-,2,0.005
1992,8,33,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,25,0.064,-,-,-,-,25,0.064
1992,8,33,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Salmon,Yelloweye Rockfish,13,0.033,-,-,-,-,13,0.033
1992,8,33,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,7,0.018,-,-,-,-,7,0.018
1992,8,34,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Salmon,Yelloweye Rockfish,2,0.005,-,-,-,-,2,0.005
1992,8,34,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,6,0.015,-,-,-,-,6,0.015
1992,8,34,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Salmon,Yelloweye Rockfish,76,0.195,-,-,-,-,76,0.195
1992,8,34,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,8,0.021,-,-,-,-,8,0.021
1992,8,34,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,18,0.046,-,-,-,-,18,0.046
1992,8,35,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Salmon,Yelloweye Rockfish,10,0.026,-,-,-,-,10,0.026
1992,8,35,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,48,0.123,-,-,-,-,48,0.123
1992,8,36,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,27,0.069,-,-,-,-,27,0.069
1992,8,36,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,4,0.01,-,-,-,-,4,0.01
1992,9,36,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,19,0.049,-,-,-,-,19,0.049
1992,9,36,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Salmon,Yelloweye Rockfish,9,0.023,-,-,-,-,9,0.023
1992,9,36,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,9,0.023,-,-,-,-,9,0.023
1992,9,37,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,13,0.033,-,-,-,-,13,0.033
1992,9,37,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,10,0.026,-,-,-,-,10,0.026
1992,9,39,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,2,0.005,-,-,-,-,2,0.005
1992,5,18,W,Wa Southern Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,7,0.018,-,-,-,-,7,0.018
1992,5,19,W,Wa Southern Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,4,0.01,-,-,-,-,4,0.01
1992,5,20,W,Wa Southern Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,57,0.146,-,-,-,-,57,0.146
1992,5,21,W,Wa Southern Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,74,0.19,-,-,-,-,74,0.19
1992,5,22,W,Wa Southern Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,34,0.087,-,-,-,-,34,0.087
1992,6,24,W,Wa Southern Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,75,0.193,-,-,-,-,75,0.193
1992,6,25,W,Wa Southern Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,18,0.046,-,-,-,-,18,0.046
1992,6,26,W,Wa Southern Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,142,0.365,-,-,-,-,142,0.365
1992,6,27,W,Wa Southern Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,37,0.095,-,-,-,-,37,0.095
1992,7,27,W,Wa Southern Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,8,0.021,-,-,-,-,8,0.021
1992,7,28,W,Wa Southern Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,85,0.218,-,-,-,-,85,0.218
1992,7,29,W,Wa Southern Coast,Party/Charter Boats,Ocean,Southern Washington,Salmon,Yelloweye Rockfish,5,0.013,-,-,-,-,5,0.013
1992,7,29,W,Wa Southern Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,24,0.062,-,-,-,-,24,0.062
1992,7,30,W,Wa Southern Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,112,0.287,-,-,-,-,112,0.287
1992,8,31,W,Wa Southern Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,22,0.056,-,-,-,-,22,0.056
1992,8,32,W,Wa Southern Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,116,0.298,-,-,-,-,116,0.298
1992,8,33,W,Wa Southern Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,37,0.095,-,-,-,-,37,0.095
1992,8,34,W,Wa Southern Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,14,0.036,-,-,-,-,14,0.036
1992,8,35,W,Wa Southern Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,143,0.367,-,-,-,-,143,0.367
1992,9,36,W,Wa Southern Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,49,0.126,-,-,-,-,49,0.126
1992,9,38,W,Wa Southern Coast,Private/Rental Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,7,0.018,-,-,-,-,7,0.018
1992,9,38,W,Wa Southern Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,113,0.29,-,-,-,-,113,0.29
1993,4,-,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,12,0.031,-,-,-,-,12,0.031
1993,5,-,W,Wa Central Coast,Private/Rental Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,3,0.008,-,-,-,-,3,0.008
1993,5,-,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,581,1.491,-,-,-,-,581,1.491
1993,6,-,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,291,0.747,-,-,-,-,291,0.747
1993,6,-,W,Wa Central Coast,Private/Rental Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,2,0.005,-,-,-,-,2,0.005
1993,7,-,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,339,0.87,-,-,-,-,339,0.87
1993,7,-,W,Wa Central Coast,Private/Rental Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,4,0.01,-,-,-,-,4,0.01
1993,7,-,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Salmon,Yelloweye Rockfish,24,0.062,-,-,-,-,24,0.062
1993,8,-,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,911,2.338,-,-,-,-,911,2.338
1993,8,-,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Salmon,Yelloweye Rockfish,59,0.151,-,-,-,-,59,0.151
1993,9,-,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Salmon,Yelloweye Rockfish,11,0.028,-,-,-,-,11,0.028
1993,9,-,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,849,2.179,-,-,-,-,849,2.179
1993,9,-,W,Wa Central Coast,Private/Rental Boats,Ocean,Southern Washington,Salmon,Yelloweye Rockfish,41,0.105,-,-,-,-,41,0.105
1993,4,-,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,6,0.015,-,-,-,-,6,0.015
1993,4,-,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,7,0.018,-,-,-,-,7,0.018
1993,4,-,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,6,0.015,-,-,-,-,6,0.015
1993,4,-,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,29,0.074,-,-,-,-,29,0.074
1993,5,-,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,177,0.454,-,-,-,-,177,0.454
1993,5,-,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Salmon,Yelloweye Rockfish,1,0.003,-,-,-,-,1,0.003
1993,5,-,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,4,0.01,-,-,-,-,4,0.01
1993,5,-,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Salmon,Yelloweye Rockfish,10,0.026,-,-,-,-,10,0.026
1993,5,-,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,524,1.345,-,-,-,-,524,1.345
1993,5,-,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,75,0.193,-,-,-,-,75,0.193
1993,6,-,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,42,0.108,-,-,-,-,42,0.108
1993,6,-,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,116,0.298,-,-,-,-,116,0.298
1993,6,-,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,102,0.262,-,-,-,-,102,0.262
1993,6,-,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,21,0.054,-,-,-,-,21,0.054
1993,7,-,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,42,0.108,-,-,-,-,42,0.108
1993,7,-,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Salmon,Yelloweye Rockfish,94,0.241,-,-,-,-,94,0.241
1993,7,-,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,196,0.503,-,-,-,-,196,0.503
1993,7,-,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,35,0.09,-,-,-,-,35,0.09
1993,7,-,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Salmon,Yelloweye Rockfish,2,0.005,-,-,-,-,2,0.005
1993,7,-,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,13,0.033,-,-,-,-,13,0.033
1993,8,-,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,78,0.2,-,-,-,-,78,0.2
1993,8,-,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,10,0.026,-,-,-,-,10,0.026
1993,8,-,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Salmon,Yelloweye Rockfish,24,0.062,-,-,-,-,24,0.062
1993,8,-,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Salmon,Yelloweye Rockfish,185,0.475,-,-,-,-,185,0.475
1993,9,-,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,41,0.105,-,-,-,-,41,0.105
1993,9,-,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Salmon,Yelloweye Rockfish,62,0.159,-,-,-,-,62,0.159
1993,9,-,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Salmon,Yelloweye Rockfish,17,0.044,-,-,-,-,17,0.044
1993,9,-,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,116,0.298,-,-,-,-,116,0.298
1993,5,-,W,Wa Southern Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,258,0.662,-,-,-,-,258,0.662
1993,6,-,W,Wa Southern Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,62,0.159,-,-,-,-,62,0.159
1993,7,-,W,Wa Southern Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,109,0.28,-,-,-,-,109,0.28
1993,7,-,W,Wa Southern Coast,Party/Charter Boats,Ocean,Southern Washington,Salmon,Yelloweye Rockfish,9,0.023,-,-,-,-,9,0.023
1993,8,-,W,Wa Southern Coast,Private/Rental Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,4,0.01,-,-,-,-,4,0.01
1993,8,-,W,Wa Southern Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,196,0.503,-,-,-,-,196,0.503
1993,9,-,W,Wa Southern Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,118,0.303,-,-,-,-,118,0.303
1994,4,-,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,149,0.382,-,-,-,-,149,0.382
1994,5,-,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Halibut,Yelloweye Rockfish,71,0.182,-,-,-,-,71,0.182
1994,5,-,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,204,0.524,-,-,-,-,204,0.524
1994,6,-,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,287,0.737,-,-,-,-,287,0.737
1994,6,-,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Halibut,Yelloweye Rockfish,43,0.11,-,-,-,-,43,0.11
1994,7,-,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,218,0.56,-,-,-,-,218,0.56
1994,8,-,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Highly Migratory,Yelloweye Rockfish,2,0.005,-,-,-,-,2,0.005
1994,8,-,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,257,0.66,-,-,-,-,257,0.66
1994,9,-,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,205,0.526,-,-,-,-,205,0.526
1994,9,-,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Highly Migratory,Yelloweye Rockfish,10,0.026,-,-,-,-,10,0.026
1994,10,-,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,25,0.064,-,-,-,-,25,0.064
1994,4,-,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,3,0.008,-,-,-,-,3,0.008
1994,4,-,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,8,0.021,-,-,-,-,8,0.021
1994,5,-,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,83,0.213,-,-,-,-,83,0.213
1994,5,-,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,141,0.362,-,-,-,-,141,0.362
1994,5,-,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,4,0.01,-,-,-,-,4,0.01
1994,5,-,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,310,0.796,-,-,-,-,310,0.796
1994,6,-,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,56,0.144,-,-,-,-,56,0.144
1994,6,-,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,38,0.098,-,-,-,-,38,0.098
1994,6,-,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,125,0.321,-,-,-,-,125,0.321
1994,6,-,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,17,0.044,-,-,-,-,17,0.044
1994,7,-,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,39,0.1,-,-,-,-,39,0.1
1994,7,-,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,139,0.357,-,-,-,-,139,0.357
1994,8,-,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,20,0.051,-,-,-,-,20,0.051
1994,8,-,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,362,0.929,-,-,-,-,362,0.929
1994,9,-,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,44,0.113,-,-,-,-,44,0.113
1994,5,-,W,Wa Southern Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,35,0.09,-,-,-,-,35,0.09
1994,6,-,W,Wa Southern Coast,Party/Charter Boats,Ocean,Southern Washington,Halibut,Yelloweye Rockfish,105,0.27,-,-,-,-,105,0.27
1994,6,-,W,Wa Southern Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,152,0.39,-,-,-,-,152,0.39
1994,7,-,W,Wa Southern Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,12,0.031,-,-,-,-,12,0.031
1994,8,-,W,Wa Southern Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,48,0.123,-,-,-,-,48,0.123
1994,9,-,W,Wa Southern Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,218,0.56,-,-,-,-,218,0.56
1995,4,-,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,181,0.465,-,-,-,-,181,0.465
1995,5,-,W,Wa Central Coast,Private/Rental Boats,Ocean,Southern Washington,Halibut,Yelloweye Rockfish,14,0.036,-,-,-,-,14,0.036
1995,5,-,W,Wa Central Coast,Private/Rental Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,4,0.01,-,-,-,-,4,0.01
1995,5,-,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,149,0.382,-,-,-,-,149,0.382
1995,5,-,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Halibut,Yelloweye Rockfish,265,0.68,-,-,-,-,265,0.68
1995,6,-,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Halibut,Yelloweye Rockfish,76,0.195,-,-,-,-,76,0.195
1995,6,-,W,Wa Central Coast,Private/Rental Boats,Ocean,Southern Washington,Halibut,Yelloweye Rockfish,8,0.021,-,-,-,-,8,0.021
1995,6,-,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,105,0.27,-,-,-,-,105,0.27
1995,7,-,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,202,0.519,-,-,-,-,202,0.519
1995,7,-,W,Wa Central Coast,Private/Rental Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,2,0.005,-,-,-,-,2,0.005
1995,7,-,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Halibut,Yelloweye Rockfish,150,0.385,-,-,-,-,150,0.385
1995,8,-,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,70,0.18,-,-,-,-,70,0.18
1995,8,-,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Salmon,Yelloweye Rockfish,5,0.013,-,-,-,-,5,0.013
1995,9,-,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Salmon,Yelloweye Rockfish,2,0.005,-,-,-,-,2,0.005
1995,9,-,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,73,0.187,-,-,-,-,73,0.187
1995,10,-,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,9,0.023,-,-,-,-,9,0.023
1995,4,-,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,8,0.021,-,-,-,-,8,0.021
1995,4,-,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,5,0.013,-,-,-,-,5,0.013
1995,5,-,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,237,0.608,-,-,-,-,237,0.608
1995,5,-,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,2,0.005,-,-,-,-,2,0.005
1995,5,-,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,51,0.131,-,-,-,-,51,0.131
1995,5,-,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,260,0.667,-,-,-,-,260,0.667
1995,6,-,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,1,0.003,-,-,-,-,1,0.003
1995,6,-,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,40,0.103,-,-,-,-,40,0.103
1995,6,-,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,2,0.005,-,-,-,-,2,0.005
1995,7,-,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,3,0.008,-,-,-,-,3,0.008
1995,7,-,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,13,0.033,-,-,-,-,13,0.033
1995,7,-,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,257,0.66,-,-,-,-,257,0.66
1995,7,-,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,15,0.039,-,-,-,-,15,0.039
1995,8,-,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Salmon,Yelloweye Rockfish,212,0.544,-,-,-,-,212,0.544
1995,8,-,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,60,0.154,-,-,-,-,60,0.154
1995,9,-,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Salmon,Yelloweye Rockfish,121,0.311,-,-,-,-,121,0.311
1995,9,-,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Salmon,Yelloweye Rockfish,4,0.01,-,-,-,-,4,0.01
1995,9,-,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,11,0.028,-,-,-,-,11,0.028
1995,9,-,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,20,0.051,-,-,-,-,20,0.051
1995,9,-,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,71,0.182,-,-,-,-,71,0.182
1995,9,-,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,27,0.069,-,-,-,-,27,0.069
1995,5,-,W,Wa Southern Coast,Party/Charter Boats,Ocean,Southern Washington,Halibut,Yelloweye Rockfish,21,0.054,-,-,-,-,21,0.054
1995,5,-,W,Wa Southern Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,34,0.087,-,-,-,-,34,0.087
1995,6,-,W,Wa Southern Coast,Party/Charter Boats,Ocean,Southern Washington,Halibut,Yelloweye Rockfish,69,0.177,-,-,-,-,69,0.177
1995,6,-,W,Wa Southern Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,22,0.056,-,-,-,-,22,0.056
1995,7,-,W,Wa Southern Coast,Party/Charter Boats,Ocean,Southern Washington,Salmon,Yelloweye Rockfish,3,0.008,-,-,-,-,3,0.008
1995,7,-,W,Wa Southern Coast,Party/Charter Boats,Ocean,Southern Washington,Halibut,Yelloweye Rockfish,107,0.275,-,-,-,-,107,0.275
1995,7,-,W,Wa Southern Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,103,0.264,-,-,-,-,103,0.264
1995,8,-,W,Wa Southern Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,51,0.131,-,-,-,-,51,0.131
1995,8,-,W,Wa Southern Coast,Party/Charter Boats,Ocean,Southern Washington,Halibut,Yelloweye Rockfish,39,0.1,-,-,-,-,39,0.1
1995,9,-,W,Wa Southern Coast,Party/Charter Boats,Ocean,Southern Washington,Halibut,Yelloweye Rockfish,47,0.121,-,-,-,-,47,0.121
1995,9,-,W,Wa Southern Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,112,0.287,-,-,-,-,112,0.287
1996,4,-,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,47,0.121,-,-,-,-,47,0.121
1996,4,-,W,Wa Central Coast,Private/Rental Boats,Ocean,Southern Washington,Halibut,Yelloweye Rockfish,4,0.01,-,-,-,-,4,0.01
1996,4,-,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Halibut,Yelloweye Rockfish,232,0.596,-,-,-,-,232,0.596
1996,5,-,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,108,0.277,-,-,-,-,108,0.277
1996,5,-,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Halibut,Yelloweye Rockfish,180,0.462,-,-,-,-,180,0.462
1996,6,-,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,223,0.572,-,-,-,-,223,0.572
