"0.5	","1.5	","2.5	","3.5	","4.5	","5.5	","6.5	","7.5	","8.5	","9.5	","10.5	","11.5	","12.5	","13.5	","14.5	","15.5	","16.5	","17.5	","18.5	","19.5	","20.5	","21.5	","22.5	","23.5	","24.5	","25.5	","26.5	","27.5	","28.5	","29.5	","30.5	","31.5	","32.5	","33.5	","34.5	","35.5	","36.5	","37.5	","38.5	","39.5	","40.5	","41.5	","42.5	","43.5	","44.5	","45.5	","46.5	","47.5	","48.5	","49.5	","50.5	","51.5	","52.5	","53.5	","54.5	","55.5	","56.5	","57.5	","58.5	","59.5	","60.5	","61.5	","62.5	","63.5	","64.5	","65.5	","66.5	","67.5	","68.5	","69.5	","70.5	","71.5	","72.5	","73.5	","74.5	","75.5	","76.5	","77.5	","78.5	","79.5	","80.5	","81.5	","82.5	","83.5	","84.5	","85.5	","86.5	","87.5	","88.5	","89.5	","90.5	","91.5	","92.5	","93.5	","94.5	","95.5	","96.5	","97.5	","98.5	","99.5	",100.5
0.693346,0.693346,0.736246,0.780028,0.824709,0.870307,0.916841,0.96433,1.01279,1.06225,1.11273,1.16424,1.21681,1.27046,1.32521,1.38108,1.4381,1.49629,1.55568,1.61628,1.67813,1.74125,1.80567,1.8714,1.93849,2.00695,2.07683,2.14813,2.2209,2.29516,2.37095,2.44829,2.52722,2.60777,2.68998,2.77387,2.85949,2.94686,3.03603,3.12702,3.21989,3.31466,3.41138,3.51008,3.61081,3.71361,3.81852,3.92558,4.03485,4.14635,4.26014,4.37627,4.49478,4.61573,4.73916,4.86513,4.99368,5.12486,5.25875,5.39538,5.53481,5.67711,5.82233,5.97054,6.12178,6.27613,6.43365,6.5944,6.75846,6.92588,7.09674,7.2711,7.44905,7.63065,7.81597,8.00511,8.19812,8.3951,8.59612,8.80127,9.01063,9.22429,9.44234,9.66486,9.89195,10.1237,10.3602,10.6016,10.8479,11.0993,11.3558,11.6176,11.8848,12.1575,12.4358,12.7197,13.0095,13.3053,13.6071,13.9152,14.2295
"0.5	","1.5	","2.5	","3.5	","4.5	","5.5	","6.5	","7.5	","8.5	","9.5	","10.5	","11.5	","12.5	","13.5	","14.5	","15.5	","16.5	","17.5	","18.5	","19.5	","20.5	","21.5	","22.5	","23.5	","24.5	","25.5	","26.5	","27.5	","28.5	","29.5	","30.5	","31.5	","32.5	","33.5	","34.5	","35.5	","36.5	","37.5	","38.5	","39.5	","40.5	","41.5	","42.5	","43.5	","44.5	","45.5	","46.5	","47.5	","48.5	","49.5	","50.5	","51.5	","52.5	","53.5	","54.5	","55.5	","56.5	","57.5	","58.5	","59.5	","60.5	","61.5	","62.5	","63.5	","64.5	","65.5	","66.5	","67.5	","68.5	","69.5	","70.5	","71.5	","72.5	","73.5	","74.5	","75.5	","76.5	","77.5	","78.5	","79.5	","80.5	","81.5	","82.5	","83.5	","84.5	","85.5	","86.5	","87.5	","88.5	","89.5	","90.5	","91.5	","92.5	","93.5	","94.5	","95.5	","96.5	","97.5	","98.5	","99.5	",100.5
0.079287,0.079287,0.158574,0.237861,0.317148,0.396435,0.475722,0.555009,0.634296,0.713583,0.79287,0.87215,0.95144,1.03073,1.11002,1.1893,1.26859,1.34788,1.42717,1.50645,1.58574,1.66503,1.74431,1.8236,1.90289,1.98217,2.06146,2.14075,2.22004,2.29932,2.37861,2.4579,2.53718,2.61647,2.69576,2.77504,2.85433,2.93362,3.01291,3.09219,3.17148,3.25077,3.33005,3.40934,3.48863,3.56791,3.6472,3.72649,3.80578,3.88506,3.96435,4.04364,4.12292,4.20221,4.2815,4.36078,4.44007,4.51936,4.59865,4.67793,4.75722,4.83651,4.91579,4.99508,5.07437,5.15365,5.23294,5.31223,5.39152,5.4708,5.55009,5.62938,5.70866,5.78795,5.86724,5.94652,6.02581,6.1051,6.18439,6.26367,6.34296,6.34296,6.34296,6.34296,6.34296,6.34296,6.34296,6.34296,6.34296,6.34296,6.34296,6.34296,6.34296,6.34296,6.34296,6.34296,6.34296,6.34296,6.34296,6.34296,6.34296
