"Year","Month","Fleet","Sex","Nsamps","10","12","14","16","18","20","22","24","26","28","30","32","34","36","38","40","42","44","46","48","50","52","54","56","58","60","62","64","66","68","70","72","74"
1978,7,1,0,4.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,6,1,0,0,1,0,0,1,0,1,0,0
1979,7,1,0,2.69,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1980,7,1,0,9.518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,2,2,1,1,1,0,0,0,0
1981,7,1,0,2.414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
1982,7,1,0,7.104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,0,2,0,0,1,0,0,0
1983,7,1,0,20.036,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,2,1,1,1,0,3,0,0,1,0,3,2,2,0,1,0,0,0
1984,7,1,0,18.484,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,3,0,0,0,2,1,1,2,3,0,1,0,0,0,0,0,0
1985,7,1,0,13.656,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,2,1,2,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
1986,7,1,0,12.932,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,1,1,0,0,1,0,1,1,1,0,3,0,0,0,0,0,0
1987,7,1,0,19.036,0,0,0,0,0,0,0,0,0,1,1,1,2,2,1,0,1,2,2,1,0,2,0,2,1,0,0,2,0,1,0,0,0
1988,7,1,0,11.932,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,2,0,1,0,0,2,0,2,2,0,0,0,0
1989,7,1,0,7.104,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1990,7,1,0,7.38,0,0,0,0,0,0,0,0,0,1,0,1,4,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1991,7,1,0,12.07,0,0,0,0,0,0,0,0,0,1,0,0,3,2,2,0,0,2,0,1,0,0,0,2,0,1,0,0,0,1,0,0,0
1992,7,1,0,10.794,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,1,2,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0
1993,7,1,0,22.14,0,0,0,0,0,0,0,0,3,0,2,2,1,3,4,1,3,2,2,2,1,2,1,0,1,0,0,0,0,0,0,0,0
1994,7,1,0,8.656,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,3,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1995,7,1,0,5.794,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,1,0,0,1,1,0,2,0,1,0,1,0,0,0,0,0,0
1996,7,1,0,21.694,0,0,0,0,0,0,0,1,0,0,0,2,2,15,10,12,8,4,3,1,1,2,0,2,0,0,0,0,0,0,0,0,0
1997,7,1,0,10.07,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,1,3,1,2,0,2,0,0,1,0,0,0,0,0,0,0
1998,7,1,0,8.242,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1999,7,1,0,12.76,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,3,0,3,0,2,1,3,1,0,0,0,0,0,1,0,0,0,0
2000,7,1,0,5.966,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2001,7,1,0,7.242,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2002,7,1,0,2.276,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,7,1,0,1.138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2004,7,1,0,2.966,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2012,7,1,0,1.138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,7,1,0,2.414,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,7,1,0,1.138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,7,1,0,1.138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1979,7,2,0,20.59,0,0,0,0,0,0,0,0,1,1,0,3,0,1,4,7,7,4,9,8,6,3,1,0,0,0,0,0,0,0,0,0,0
1980,7,2,0,13.312,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,2,0,2,1,2,3,3,2,2,1,0,0,0,0,0
1981,7,2,0,23.142,0,0,0,0,0,0,0,0,1,0,1,0,1,2,5,8,8,6,14,7,2,1,1,0,1,0,1,0,0,0,0,0,0
1982,7,2,0,5.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1983,7,2,0,5.898,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,2,2,3,1,1,1,1,0,0,0,2,1,1,0,0,0,1
1984,7,2,0,4.656,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,2,1,0,0,1,0,2,1,0
1985,7,2,0,10.07,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3,2,2,2,0,0,0,0,0,1,2,0,0,0,0,0,0
