"run","profile_parameter","parameter_value","likelihood","gradient","SB0","SBfinal","Deplfinal","Nparsonbounds"
"3","NatM_break_1_Fem_GP_1",0.03,7279.81,0.0063097,1067.34,141.203,0.132294,2
"2","NatM_break_1_Fem_GP_1",0.035,7261.58,0.000366968,1086.2,221.351,0.203785,2
"1","NatM_break_1_Fem_GP_1",0.04,7250.29,0.000978507,1106.38,310.717,0.28084,2
"4","NatM_break_1_Fem_GP_1",0.045,7243.75,9.35293e-05,1140.16,414.57,0.363608,1
"5","NatM_break_1_Fem_GP_1",0.05,7240.42,9.64268e-05,1194.65,536.672,0.44923,1
"6","NatM_break_1_Fem_GP_1",0.055,7239.42,7.52037e-05,1280.81,685.936,0.53555,1
"7","NatM_break_1_Fem_GP_1",0.06,7240.18,0.00260243,1418.76,881.031,0.620985,1
